month_date,ftr,grade
2015-05-01,0.0008884882287105355,A
2015-06-01,0.0007095444385304893,A
2015-07-01,0.0007148957403009659,A
2015-08-01,0.0009872219809009028,A
2015-09-01,0.0008585553195685288,A
2015-10-01,0.0008548243787609175,A
2015-11-01,0.0008798538597853202,A
2015-12-01,0.0005945904222194559,A
2016-01-01,0.0008750219716110271,A
2016-02-01,0.0008902633041171172,A
2016-03-01,0.0006557672631683466,A
2016-04-01,0.0009452703845244292,A
2016-05-01,0.0008962408418576345,A
2016-06-01,0.0008563647820634647,A
2016-07-01,0.0013289535283692727,A
2016-08-01,0.0010291823358505926,A
2016-09-01,0.0013379494721764906,A
2016-10-01,0.0016085464759007426,A
2016-11-01,0.001522736140344416,A
2016-12-01,0.0014562415551055764,A
2017-01-01,0.0015320342835858805,A
2017-02-01,0.001868179578969805,A
2017-03-01,0.0014734006652145964,A
2017-04-01,0.0017600624922272763,A
2017-05-01,0.0020266677813427733,A
2017-06-01,0.001876774010266603,A
2017-07-01,0.001959019416080521,A
2017-08-01,0.0019111232359591225,A
2017-09-01,0.002341687937485669,A
2017-10-01,0.001967801504336217,A
2017-11-01,0.0022370228294708084,A
2017-12-01,0.002391286848152205,A
2018-01-01,0.002665089235477106,A
2018-02-01,0.002787516799876451,A
2018-03-01,0.0025237772974761653,A
2018-04-01,0.0037419563219923033,A
2018-05-01,0.003912487508706883,A
2018-06-01,0.0046239799254886044,A
2018-07-01,0.005354503775969176,A
2018-08-01,0.006700134947087077,A
2018-09-01,0.008795343128869659,A
2018-10-01,0.007867806064273555,A
2018-11-01,0.013619839134404507,A
2018-12-01,0.005592818072297595,A
2019-01-01,0.0031266432769904992,A
2019-02-01,0.00449699242876158,A
2019-03-01,0.002679212022434907,A
2019-04-01,0.0061317588971704,A
2019-05-01,,A
2019-06-01,,A
2019-07-01,,A
2019-08-01,,A
2019-09-01,,A
2019-10-01,,A
2019-11-01,,A
2019-12-01,,A
2020-01-01,,A
2020-02-01,,A
2020-03-01,,A
2020-04-01,,A
2020-05-01,,A
2020-06-01,,A
2020-07-01,,A
2020-08-01,,A
2020-09-01,,A
2020-10-01,,A
2020-11-01,,A
2020-12-01,,A
2021-01-01,,A
2021-02-01,,A
2021-03-01,,A
2021-04-01,,A
2021-05-01,,A
2021-06-01,,A
2021-07-01,,A
2021-08-01,,A
2021-09-01,,A
2021-10-01,,A
2021-11-01,,A
2021-12-01,,A
2022-01-01,,A
2022-02-01,,A
2022-03-01,,A
2022-04-01,,A
2022-05-01,,A
2022-06-01,,A
2022-07-01,,A
2022-08-01,,A
2022-09-01,,A
2022-10-01,,A
2022-11-01,,A
2022-12-01,,A
2023-01-01,,A
2023-02-01,,A
2023-03-01,,A
2023-04-01,,A
2023-05-01,,A
2023-06-01,,A
2023-07-01,,A
2023-08-01,,A
2023-09-01,,A
2023-10-01,,A
2007-08-01,,B
2007-09-01,,B
2007-10-01,,B
2007-11-01,,B
2007-12-01,,B
2008-01-01,,B
2008-02-01,,B
2008-03-01,,B
2008-04-01,,B
2008-05-01,,B
2008-06-01,,B
2008-07-01,0.0013933205958648464,B
2008-08-01,0.002140584308931651,B
2008-09-01,0.0035568654974453447,B
2008-10-01,0.004940790044177301,B
2008-11-01,0.007617123809985821,B
2008-12-01,,B
2009-01-01,0.00512817614369559,B
2009-02-01,0.004884476134950326,B
2009-03-01,0.0028450992366576924,B
2009-04-01,0.006354389073721922,B
2009-05-01,0.003298946782603947,B
2009-06-01,0.0028281880440369583,B
2009-07-01,0.005761406923521356,B
2009-08-01,0.0014069417164398559,B
2009-09-01,0.005676207081193687,B
2009-10-01,0.0027201058364317997,B
2009-11-01,0.004699304986790094,B
2009-12-01,0.00536527372453838,B
2010-01-01,0.005178647370105195,B
2010-02-01,0.0011443728674703911,B
2010-03-01,0.0015629186599036289,B
2010-04-01,0.0019448936346166221,B
2010-05-01,0.002191979682420387,B
2010-06-01,0.0016801992952134102,B
2010-07-01,0.002626349641575955,B
2010-08-01,0.003204701737292043,B
2010-09-01,0.0022665191872983208,B
2010-10-01,0.0025611190752794512,B
2010-11-01,0.0022363963759452357,B
2010-12-01,0.003058055339550426,B
2011-01-01,0.0033902837578940526,B
2011-02-01,0.001655478182253883,B
2011-03-01,0.0017210738532825857,B
2011-04-01,0.0020090315751702813,B
2011-05-01,0.0009963452301253934,B
2011-06-01,0.0020191324389618407,B
2011-07-01,0.0015802934057905236,B
2011-08-01,0.0021604916096104325,B
2011-09-01,0.0016594470367531171,B
2011-10-01,0.002323117395148537,B
2011-11-01,0.0020602676292439987,B
2011-12-01,0.001436332742933269,B
2012-01-01,0.0023147902209690535,B
2012-02-01,0.002106300899027758,B
2012-03-01,0.00225288604196312,B
2012-04-01,0.002062720628602692,B
2012-05-01,0.0019440263163456914,B
2012-06-01,0.0016182742695514353,B
2012-07-01,0.0024960982145484866,B
2012-08-01,0.0021405802817372915,B
2012-09-01,0.0022028069693991415,B
2012-10-01,0.002491396983344989,B
2012-11-01,0.002291261666100607,B
2012-12-01,0.002047338523811429,B
2013-01-01,0.0027083124035402195,B
2013-02-01,0.002159892358423839,B
2013-03-01,0.0020244535328084404,B
2013-04-01,0.0019182419445336475,B
2013-05-01,0.001998133053834157,B
2013-06-01,0.002106222555888783,B
2013-07-01,0.0016418962348212483,B
2013-08-01,0.002534024261192716,B
2013-09-01,0.0023696916191429753,B
2013-10-01,0.0022219927989350877,B
2013-11-01,0.0024570743901655818,B
2013-12-01,0.0015716870080981573,B
