month_date,grade,total_balance,current_balance,delinquent_balance,gco_balance,ecl_simple,ecl_rate
2011-08-01,D,37705938.44,34890185.94,964303.75,1851448.75,8436762.53,0.223752
2011-08-01,E,25865751.71,24021676.71,862176.25,981898.75,7300539.18,0.282247
2011-08-01,F,11217975.82,10406204.57,392190.0,419581.25,3830984.27,0.341504
2011-08-01,G,4131920.79,3741303.29,268642.5,121975.0,1586428.77,0.383945
2011-09-01,A,49391030.42,48657161.67,280202.5,453666.25,1851145.16,0.037479
2011-09-01,B,76675455.14,73432853.89,907757.5,2334843.75,7136354.19,0.093072
2011-09-01,C,51564630.42,47946456.67,1298311.25,2319862.5,8453299.05,0.163936
2011-09-01,D,39636565.12,36528072.62,1054956.25,2053536.25,8919262.38,0.225026
2011-09-01,E,27524530.97,25373053.47,1021508.75,1129968.75,7802516.49,0.283475
2011-09-01,F,11752542.04,10840810.79,398182.5,513548.75,4044001.39,0.344096
2011-09-01,G,4356944.33,3916814.33,293335.0,146795.0,1678608.61,0.385272
2011-10-01,A,55033369.99,54222703.74,345950.0,464716.25,2047485.55,0.037204
2011-10-01,B,83240534.47,79762121.97,1082815.0,2395597.5,7690500.67,0.092389
2011-10-01,C,54770925.93,50914900.93,1453415.0,2402610.0,8954967.15,0.163499
2011-10-01,D,42318360.81,38959522.06,1204258.75,2154580.0,9507706.39,0.224671
2011-10-01,E,29774634.17,27462974.17,1114243.75,1197416.25,8429508.14,0.28311
2011-10-01,F,12722243.86,11610550.11,598145.0,513548.75,4348346.69,0.341791
2011-10-01,G,4698412.65,4220457.65,306340.0,171615.0,1816376.03,0.386594
2011-11-01,A,58874461.53,57986700.28,404345.0,483416.25,2188807.43,0.037178
2011-11-01,B,89015935.76,85220834.51,1235793.75,2559307.5,8232464.34,0.092483
2011-11-01,C,58385891.81,54092796.81,1606117.5,2686977.5,9611399.16,0.164619
2011-11-01,D,44458561.13,40870859.88,1220685.0,2367016.25,10034703.7,0.225709
2011-11-01,E,31993695.39,29373251.64,1308235.0,1312208.75,9065968.11,0.283367
2011-11-01,F,13920539.02,12573607.77,744068.75,602862.5,4767593.54,0.342486
2011-11-01,G,5015213.59,4419129.84,394718.75,201365.0,1938078.33,0.38644
2011-12-01,A,62263364.22,61289922.97,435625.0,537816.25,2329263.47,0.03741
2011-12-01,B,95938486.76,91935900.51,1273810.0,2728776.25,8850867.17,0.092256
2011-12-01,C,63292112.99,58871050.49,1659093.75,2761968.75,10339572.21,0.163363
2011-12-01,D,48073327.03,44159438.28,1437860.0,2476028.75,10815864.8,0.224987
2011-12-01,E,35655695.94,32780145.94,1460958.75,1414591.25,10083190.46,0.282793
2011-12-01,F,15689352.51,14085105.01,980135.0,624112.5,5340784.82,0.340408
2011-12-01,G,5323658.73,4669434.98,452858.75,201365.0,2048704.81,0.38483
2012-01-01,A,66887705.08,65848452.58,440066.25,599186.25,2508646.57,0.037505
2012-01-01,B,102527740.02,98253451.27,1367905.0,2906383.75,9454721.58,0.092216
2012-01-01,C,67929520.88,63046844.63,1779135.0,3103541.25,11164466.41,0.164354
2012-01-01,D,51314537.2,46975775.95,1692520.0,2646241.25,11551396.35,0.22511
2012-01-01,E,37903309.43,34773439.43,1398441.25,1731428.75,10819656.12,0.285454
2012-01-01,F,16552151.87,14800896.87,1002681.25,748573.75,5672786.54,0.342722
2012-01-01,G,5575112.93,4856969.18,387302.5,330841.25,2201072.67,0.394803
2012-02-01,A,73029932.14,71890294.64,473216.25,666421.25,2743981.15,0.037573
2012-02-01,B,109670989.95,104966643.7,1572627.5,3131718.75,10138276.3,0.092443
2012-02-01,C,72097206.02,66808803.52,1909355.0,3379047.5,11892315.18,0.164948
2012-02-01,D,54851634.15,50112820.4,1851491.25,2887322.5,12375860.26,0.225624
2012-02-01,E,40549691.9,37061738.15,1534908.75,1953045.0,11617110.11,0.286491
2012-02-01,F,17899349.55,15862069.55,1171172.5,866107.5,6150632.27,0.343623
2012-02-01,G,5855088.89,5091087.64,373383.75,390617.5,2331849.63,0.39826
2012-03-01,A,81919444.68,80761362.18,460253.75,697828.75,3042396.87,0.037139
2012-03-01,B,121068172.79,116308576.54,1560557.5,3199038.75,11042358.59,0.091208
2012-03-01,C,78438580.3,73008865.3,1908016.25,3521698.75,12850164.99,0.163825
2012-03-01,D,59191161.35,54371172.6,1758926.25,3061062.5,13322578.85,0.225077
2012-03-01,E,43637058.07,40040538.07,1473942.5,2122577.5,12514793.0,0.286793
2012-03-01,F,18970752.79,16888656.54,1190191.25,891905.0,6512194.55,0.343275
2012-03-01,G,6155117.21,5379215.96,335771.25,440130.0,2469030.24,0.401135
2012-04-01,A,87222720.64,85973433.14,438621.25,810666.25,3265161.4,0.037435
2012-04-01,B,131378859.85,126168763.6,1662961.25,3547135.0,12016465.07,0.091464
2012-04-01,C,84313545.43,78358551.68,2095993.75,3859000.0,13851783.61,0.164289
2012-04-01,D,62911542.02,57608158.27,1931795.0,3371588.75,14216087.2,0.225969
2012-04-01,E,46123908.46,41932919.71,1838103.75,2352885.0,13267883.82,0.287657
2012-04-01,F,20373065.29,17916714.04,1344657.5,1111693.75,7050027.2,0.346046
2012-04-01,G,6363566.75,5418451.75,446760.0,498355.0,2557830.94,0.401949
2012-05-01,A,94397847.14,93082344.64,427741.25,887761.25,3531735.47,0.037413
2012-05-01,B,141510170.73,136159080.73,1621778.75,3729311.25,12876944.24,0.090997
2012-05-01,C,91247218.06,85095173.06,1910800.0,4241245.0,14994297.99,0.164326
2012-05-01,D,67830994.29,62236825.54,2036217.5,3557951.25,15290828.53,0.225425
2012-05-01,E,49699632.01,45229397.01,1870403.75,2599831.25,14326661.13,0.288265
2012-05-01,F,22179173.85,19600273.85,1248968.75,1329931.25,7738749.61,0.34892
2012-05-01,G,6485284.76,5490444.76,398756.25,596083.75,2646794.11,0.408123
2012-06-01,A,97844997.79,96372181.54,499375.0,973441.25,3695832.27,0.037772
2012-06-01,B,150136364.95,144187618.7,1919300.0,4029446.25,13722495.05,0.0914
2012-06-01,C,98498863.34,91846040.84,2184542.5,4468280.0,16142193.1,0.163882
2012-06-01,D,74383822.31,68017258.56,2452675.0,3913888.75,16780300.33,0.225591
2012-06-01,E,54102402.76,48984574.01,2234628.75,2883200.0,15613664.94,0.288595
2012-06-01,F,24271285.86,21359738.36,1306110.0,1605437.5,8533113.18,0.351572
2012-06-01,G,7172550.12,5984802.62,533523.75,654223.75,2914850.39,0.40639
2012-07-01,A,104205447.47,102518176.22,674368.75,1012902.5,3946097.81,0.037868
2012-07-01,B,165062132.47,158619812.47,2253031.25,4189288.75,14985165.67,0.090785
2012-07-01,C,109444380.71,102132446.96,2575925.0,4736008.75,17836787.72,0.162976
2012-07-01,D,83728214.87,76892259.87,2584233.75,4251721.25,18812296.21,0.224683
2012-07-01,E,59780354.3,54113893.05,2626670.0,3039791.25,17186206.19,0.287489
2012-07-01,F,27090017.94,23649685.44,1730812.5,1709520.0,9470949.09,0.34961
2012-07-01,G,7669054.13,6421530.38,529380.0,718143.75,3128394.51,0.407924
2012-08-01,A,111400538.68,109432491.18,833510.0,1134537.5,4261596.08,0.038255
2012-08-01,B,180264461.99,173251388.24,2374708.75,4638365.0,16386018.24,0.0909
2012-08-01,C,120714516.63,112570666.63,2930035.0,5213815.0,19675726.68,0.162994
2012-08-01,D,92042855.71,84471523.21,2881818.75,4689513.75,20688851.25,0.224774
2012-08-01,E,65111482.9,58810581.65,2853258.75,3447642.5,18777377.43,0.288388
2012-08-01,F,29497580.23,25664887.73,1795412.5,2037280.0,10389448.02,0.352214
2012-08-01,G,8314851.93,6958018.18,615357.5,741476.25,3372971.15,0.405656
2012-09-01,A,118711925.9,116575769.65,940588.75,1195567.5,4542641.01,0.038266
2012-09-01,B,199422828.18,191682898.18,2726120.0,5013810.0,18081557.6,0.090669
2012-09-01,C,133677667.36,124892641.11,3049991.25,5735035.0,21754633.78,0.162739
2012-09-01,D,101978817.21,93596839.71,3317720.0,5064257.5,22865622.74,0.224219
2012-09-01,E,70549608.2,63516856.95,3116737.5,3916013.75,20422028.48,0.28947
2012-09-01,F,32618814.75,28518414.75,1874186.25,2226213.75,11486423.45,0.352141
2012-09-01,G,8901876.9,7471093.15,528168.75,902615.0,3667409.87,0.411982
2012-10-01,A,126330823.15,124006306.9,1055678.75,1268837.5,4840862.95,0.038319
2012-10-01,B,219524894.86,211043722.36,3242920.0,5238252.5,19794984.21,0.090172
2012-10-01,C,147658224.69,138398600.94,3261343.75,5998280.0,23858346.7,0.161578
2012-10-01,D,114875685.28,105646406.53,3831332.5,5397946.25,25619355.07,0.223018
2012-10-01,E,78045919.39,70432150.64,3276048.75,4337720.0,22598531.2,0.289554
2012-10-01,F,35761861.25,31377795.0,1860076.25,2523990.0,12640911.58,0.353475
2012-10-01,G,9408623.92,7865533.92,575450.0,967640.0,3879422.54,0.412326
2012-11-01,A,131575418.48,128931174.73,1215308.75,1428935.0,5113112.82,0.038861
2012-11-01,B,237626139.28,228308503.03,3593566.25,5724070.0,21464178.83,0.090328
2012-11-01,C,161483949.75,151521631.0,3562073.75,6400245.0,26014567.87,0.161097
2012-11-01,D,128428573.76,118357731.26,4164787.5,5906055.0,28579176.89,0.22253
2012-11-01,E,86460596.42,78273417.67,3366063.75,4821115.0,25048096.9,0.289705
2012-11-01,F,40404355.63,35420975.63,2194572.5,2788807.5,14249928.83,0.352683
2012-11-01,G,10205557.87,8569732.87,526277.5,1109547.5,4241994.39,0.415655
2012-12-01,A,143803060.97,140902138.47,1400906.25,1500016.25,5568702.19,0.038725
2012-12-01,B,261748440.17,251692260.17,4046212.5,6009967.5,23507781.82,0.089811
2012-12-01,C,183824556.9,173086379.4,3930633.75,6807543.75,29372198.01,0.159784
2012-12-01,D,138571852.56,127465901.31,4677550.0,6428401.25,30867612.6,0.222755
2012-12-01,E,92795748.15,83646730.65,3905388.75,5243628.75,26905902.68,0.289948
2012-12-01,F,43089136.68,37638341.68,2445747.5,3005047.5,15201318.93,0.352788
2012-12-01,G,10712272.27,8908402.27,591196.25,1212673.75,4466509.56,0.416953
2013-01-01,A,153576395.42,150364904.17,1460746.25,1750745.0,6015846.93,0.039172
2013-01-01,B,289182210.53,278376734.28,4160686.25,6644790.0,25935805.08,0.089687
2013-01-01,C,208926192.61,197306841.36,4018162.5,7601188.75,33281945.17,0.1593
2013-01-01,D,146665412.52,134536231.27,5015573.75,7113607.5,32814690.28,0.223738
2013-01-01,E,97546108.34,87572867.09,4127175.0,5846066.25,28425217.33,0.291403
2013-01-01,F,44949855.63,38911625.63,2421458.75,3616771.25,16059722.86,0.357281
2013-01-01,G,10792517.78,8842001.53,650462.5,1300053.75,4523571.88,0.41914
2013-02-01,A,166586687.39,163165522.39,1419287.5,2001877.5,6551333.46,0.039327
2013-02-01,B,322946698.58,311191241.08,4532093.75,7223363.75,28852220.24,0.089341
2013-02-01,C,238950207.59,226480983.84,4204121.25,8265102.5,37826522.49,0.158303
2013-02-01,D,156052778.79,142832643.79,5575957.5,7644177.5,34956845.42,0.224007
2013-02-01,E,102836741.0,91814281.0,4671366.25,6351093.75,30039367.53,0.292107
2013-02-01,F,47019109.48,40453326.98,2677627.5,3888155.0,16830127.97,0.357942
2013-02-01,G,11014856.11,8937094.86,720927.5,1356833.75,4621707.4,0.419589
2013-03-01,A,188425965.09,185000040.09,1424047.5,2001877.5,7251651.87,0.038485
2013-03-01,B,361010842.77,349245610.27,4525315.0,7239917.5,31772671.3,0.08801
2013-03-01,C,275049632.14,262540437.14,4213832.5,8295362.5,42901886.87,0.155979
2013-03-01,D,170864400.69,157606568.19,5575638.75,7682193.75,37942947.46,0.222065
2013-03-01,E,110129040.93,99062380.93,4646737.5,6419922.5,32015333.16,0.290707
2013-03-01,F,50883868.69,44292586.19,2703127.5,3888155.0,18100424.35,0.35572
2013-03-01,G,11379619.33,9301858.08,720927.5,1356833.75,4760348.68,0.418322
2013-04-01,A,202662633.41,198896347.16,1567485.0,2198801.25,7827806.0,0.038625
2013-04-01,B,390546728.92,377477065.17,4843640.0,8226023.75,34560703.25,0.088493
2013-04-01,C,308001720.6,294168948.1,4832908.75,8999863.75,47910519.02,0.155553
2013-04-01,D,185988100.32,171157470.32,5978751.25,8851878.75,41523492.82,0.223259
2013-04-01,E,119019667.11,106625094.61,5088546.25,7306026.25,34755209.28,0.292012
2013-04-01,F,54856026.19,47499934.94,3175855.0,4180236.25,19489389.26,0.355283
2013-04-01,G,12183085.18,9845882.68,906418.75,1430783.75,5072830.01,0.416383
2013-05-01,A,214071343.76,209973408.76,1722928.75,2375006.25,8304894.15,0.038795
2013-05-01,B,424144008.43,410236308.43,5295011.25,8612688.75,37379175.93,0.088129
2013-05-01,C,343069335.38,328182796.63,5541851.25,9344687.5,53048489.53,0.154629
2013-05-01,D,204179171.74,188267405.49,6521795.0,9389971.25,45433078.86,0.222516
2013-05-01,E,132073534.02,118918572.77,5466116.25,7688845.0,38392930.35,0.290694
2013-05-01,F,63390927.33,55333076.08,3580901.25,4476950.0,22387183.7,0.353161
2013-05-01,G,14005078.65,11537486.15,902062.5,1565530.0,5817188.73,0.415363
2013-06-01,A,222835235.75,218235545.75,1818532.5,2781157.5,8802607.12,0.039503
2013-06-01,B,456526775.63,441391463.13,5464225.0,9671087.5,40402455.04,0.0885
2013-06-01,C,377107363.77,360601511.27,6210461.25,10295391.25,58332487.17,0.154684
2013-06-01,D,221237194.66,203808794.66,6905357.5,10523042.5,49383909.28,0.223217
2013-06-01,E,143118194.7,128719619.7,5849360.0,8549215.0,41698064.11,0.291354
2013-06-01,F,71837829.78,63084784.78,3565452.5,5187592.5,25452424.19,0.354304
2013-06-01,G,15969758.58,13278849.83,959373.75,1731535.0,6620682.71,0.414576
2013-07-01,A,237377634.31,232548210.56,1867768.75,2961655.0,9365912.38,0.039456
2013-07-01,B,499360678.3,482997583.3,6209505.0,10153590.0,44011588.19,0.088136
2013-07-01,C,420192078.26,401966697.01,7364803.75,10860577.5,64735876.8,0.154063
2013-07-01,D,241334439.43,222384284.43,7766003.75,11184151.25,53741693.36,0.222686
2013-07-01,E,156067990.8,140207309.55,6621521.25,9239160.0,45429503.82,0.291088
2013-07-01,F,80163456.29,70520376.29,4166785.0,5476295.0,28263548.07,0.352574
2013-07-01,G,17491559.45,14694953.2,979986.25,1816620.0,7229178.99,0.413295
2013-08-01,A,247301203.7,242004216.2,2021300.0,3275687.5,9863782.97,0.039886
2013-08-01,B,535822559.53,517667877.03,7043142.5,11111540.0,47379405.53,0.088424
2013-08-01,C,461542126.43,440895116.43,8755637.5,11891372.5,71140227.85,0.154136
2013-08-01,D,258567495.64,237320746.89,8805298.75,12441450.0,57804598.75,0.223557
2013-08-01,E,168981625.9,150885912.15,7705696.25,10390017.5,49340383.49,0.291987
2013-08-01,F,87186175.88,76476069.63,4598138.75,6111967.5,30796864.5,0.353231
2013-08-01,G,19975391.83,16904894.33,1111481.25,1959016.25,8212565.53,0.411134
2013-09-01,A,256354452.29,250508513.54,2241173.75,3604765.0,10351452.09,0.040379
2013-09-01,B,573104457.74,552694703.99,7963586.25,12446167.5,51007222.83,0.089002
2013-09-01,C,506194266.77,482577399.27,10327521.25,13289346.25,78199496.01,0.154485
2013-09-01,D,277844956.84,253973939.34,9837177.5,14033840.0,62430894.37,0.224697
2013-09-01,E,183742602.13,163123408.38,8866052.5,11753141.25,53832953.67,0.29298
2013-09-01,F,96003987.42,83931394.92,5025816.25,7046776.25,34040720.32,0.354576
2013-09-01,G,22139535.74,18802733.24,1169430.0,2167372.5,9107939.91,0.411388
2013-10-01,A,273874162.21,267725368.46,2335948.75,3812845.0,11030860.07,0.040277
2013-10-01,B,622863340.59,600945665.59,8718195.0,13199480.0,55281580.58,0.088754
2013-10-01,C,557011016.58,531617054.08,11459933.75,13934028.75,85723450.87,0.153899
2013-10-01,D,301188968.32,275932323.32,10308587.5,14948057.5,67543793.58,0.224257
2013-10-01,E,197176179.45,175172080.7,9562542.5,12441556.25,57694668.92,0.292605
2013-10-01,F,103838481.14,90822813.64,5606791.25,7408876.25,36720974.49,0.353636
2013-10-01,G,23927923.21,20372776.96,1217943.75,2337202.5,9846885.37,0.411523
2013-11-01,A,299758784.29,293254329.29,2087578.75,4416876.25,12122767.9,0.040442
2013-11-01,B,664724677.94,640655886.69,9459033.75,14609757.5,59275134.28,0.089172
2013-11-01,C,597837980.03,569598515.03,12507091.25,15732373.75,92399346.56,0.154556
2013-11-01,D,328364145.49,300344702.99,11430098.75,16589343.75,73778187.21,0.224684
2013-11-01,E,209375305.42,184934745.42,10555576.25,13884983.75,61541886.83,0.293931
2013-11-01,F,108703821.13,93709906.13,6548272.5,8445642.5,38666270.58,0.355703
2013-11-01,G,25269033.62,21282661.12,1437690.0,2548682.5,10412234.48,0.412055
2013-12-01,A,328231482.62,321208718.87,2368673.75,4654090.0,13196151.03,0.040204
2013-12-01,B,713062697.93,687463566.68,10320870.0,15278261.25,63412006.82,0.088929
2013-12-01,C,647034057.49,616692967.49,13667766.25,16673323.75,99841873.82,0.154307
2013-12-01,D,362956905.98,332406354.73,13013032.5,17537518.75,81195058.98,0.223704
2013-12-01,E,224257837.89,197992455.39,11687457.5,14577925.0,65781684.28,0.293331
2013-12-01,F,113543703.14,96966131.89,7719041.25,8858530.0,40337206.14,0.355257
2013-12-01,G,27080040.22,22607276.47,1781855.0,2690908.75,11115649.41,0.410474
2014-01-01,A,349911913.83,342344363.83,2557586.25,5009963.75,14096906.59,0.040287
2014-01-01,B,750791045.92,723107438.42,10435365.0,17248242.5,67289010.97,0.089624
2014-01-01,C,696081725.92,662672475.92,14359028.75,19050221.25,107922389.92,0.155043
2014-01-01,D,396445281.77,363250933.02,13451271.25,19743077.5,88933092.23,0.224326
2014-01-01,E,235761687.33,206694492.33,12601165.0,16466030.0,69634976.28,0.295362
2014-01-01,F,116682066.52,97759132.77,9045593.75,9877340.0,41678242.24,0.357195
2014-01-01,G,28241690.02,23275735.02,2097013.75,2868941.25,11589195.67,0.410358
2014-02-01,A,369503637.56,361569758.81,2430893.75,5502985.0,14950616.93,0.040461
2014-02-01,B,785628794.47,755481461.97,11081535.0,19065797.5,70935013.23,0.090291
2014-02-01,C,744203894.53,707113082.03,15474122.5,21616690.0,115998260.84,0.155869
2014-02-01,D,430754532.19,394675049.69,13884665.0,22194817.5,96948540.8,0.225067
2014-02-01,E,251172368.37,219342120.87,12724563.75,19105683.75,74870531.57,0.298084
2014-02-01,F,121389211.27,100358660.02,10089351.25,10941200.0,43574675.27,0.358967
2014-02-01,G,29285392.59,23864071.34,2275258.75,3146062.5,12071236.96,0.412193
2014-03-01,A,399587539.89,391643461.14,2419843.75,5524235.0,15923196.61,0.039849
2014-03-01,B,842915542.07,812594193.32,11118403.75,19202945.0,75391698.64,0.089442
2014-03-01,C,811619783.5,774296156.0,15368552.5,21955075.0,125603377.81,0.154756
2014-03-01,D,474584424.55,438285238.3,14034923.75,22264262.5,105769714.57,0.222868
2014-03-01,E,272195239.78,240281309.78,12745643.75,19168286.25,80506850.33,0.295769
2014-03-01,F,128114962.78,107049561.53,10068186.25,10997215.0,45812564.4,0.357589
2014-03-01,G,31129687.25,25708366.0,2257408.75,3163912.5,12781058.44,0.410575
2014-04-01,A,422677389.69,414110324.69,2512578.75,6054486.25,16941191.98,0.040081
2014-04-01,B,883155062.49,850376639.99,11523046.25,21255376.25,79537563.2,0.090061
2014-04-01,C,861980073.76,819862977.51,17547485.0,24569611.25,134099693.11,0.155572
2014-04-01,D,513187567.65,473247788.9,15427138.75,24512640.0,114581576.64,0.223274
2014-04-01,E,291452199.24,256845086.74,13366653.75,21240458.75,86514712.89,0.29684
2014-04-01,F,133258761.33,110453813.83,10340866.25,12464081.25,48070839.53,0.360733
2014-04-01,G,32832938.21,26838376.96,2594072.5,3400488.75,13480325.15,0.410573
2014-05-01,A,448890950.4,439879845.4,2703680.0,6307425.0,17936224.68,0.039957
2014-05-01,B,925086411.2,890598107.45,11588305.0,22899998.75,83569038.03,0.090336
2014-05-01,C,918282458.01,872801805.51,19068283.75,26412368.75,143003397.86,0.155729
2014-05-01,D,556157005.54,513065958.04,16999830.0,26091217.5,123966509.59,0.222898
2014-05-01,E,312428881.5,275273214.0,14445516.25,22710151.25,92713424.01,0.29675
2014-05-01,F,138694134.86,114441403.61,10774366.25,13478365.0,50232553.15,0.362182
2014-05-01,G,34292822.92,27992877.92,2669255.0,3630690.0,14114386.46,0.411584
2014-06-01,A,462602746.78,453071335.53,2664176.25,6867235.0,18648231.53,0.040312
2014-06-01,B,948786043.64,911425908.64,12335986.25,25024148.75,86526985.5,0.091198
2014-06-01,C,957984130.21,907222555.21,21325033.75,29436541.25,150210270.92,0.156798
2014-06-01,D,591216116.69,543682522.94,18281247.5,29252346.25,132483778.92,0.224087
2014-06-01,E,330124343.13,290154028.13,14645585.0,25324730.0,98546142.91,0.298512
2014-06-01,F,142779748.43,116466957.18,10707450.0,15605341.25,52431131.93,0.367217
2014-06-01,G,35690053.69,28902484.94,2714262.5,4073306.25,14809012.42,0.414934
2014-07-01,A,502737839.48,492830855.73,2677096.25,7229887.5,20116513.79,0.040014
2014-07-01,B,1020599210.17,980964687.67,13409918.75,26224603.75,92750047.66,0.090878
2014-07-01,C,1049303444.21,994149302.96,24114287.5,31039853.75,164005694.87,0.1563
2014-07-01,D,664992870.21,612762983.96,21014911.25,31214975.0,148255012.94,0.222942
2014-07-01,E,366556696.82,323182089.32,16452897.5,26921710.0,108906033.55,0.297106
2014-07-01,F,153017428.58,124999069.83,11053633.75,16964725.0,56317847.57,0.368049
2014-07-01,G,39411140.11,31975382.61,2921343.75,4514413.75,16367903.84,0.415312
2014-08-01,A,524475014.09,513876682.84,2913927.5,7684403.75,21075575.66,0.040184
2014-08-01,B,1045423241.59,1002419680.34,14362832.5,28640728.75,95963981.15,0.091794
2014-08-01,C,1082441226.24,1021676277.49,25920303.75,34844645.0,170635324.85,0.157639
2014-08-01,D,697027090.69,639088540.69,23680235.0,34258315.0,156154037.33,0.224029
2014-08-01,E,385647058.82,337541245.07,17990887.5,30114926.25,115325529.89,0.299044
2014-08-01,F,159385623.02,129121968.02,10685116.25,19578538.75,59484471.25,0.373211
2014-08-01,G,42887884.16,34992170.41,2884708.75,5011005.0,17882772.9,0.416966
2014-09-01,A,532248803.46,520726564.71,3262682.5,8259556.25,21664610.74,0.040704
2014-09-01,B,1040832344.62,993553559.62,15705237.5,31573547.5,97230731.62,0.093416
2014-09-01,C,1089895671.19,1022739466.19,27791833.75,39364371.25,174016474.46,0.159663
2014-09-01,D,706289959.75,642058094.75,26331087.5,37900777.5,159763710.54,0.226201
2014-09-01,E,391858126.52,338758817.77,19938067.5,33161241.25,118235534.28,0.30173
2014-09-01,F,162152081.21,129204487.46,10948595.0,21998998.75,61341370.46,0.378295
2014-09-01,G,44855540.72,36030649.47,3131761.25,5693130.0,18862515.36,0.420517
2014-10-01,A,615433530.14,603363402.64,3427327.5,8642800.0,24545469.3,0.039883
2014-10-01,B,1136217103.45,1086244944.7,16974032.5,32998126.25,105392809.96,0.092758
2014-10-01,C,1204050153.73,1132683176.23,28935232.5,42431745.0,191592761.36,0.159124
2014-10-01,D,781063162.55,712287962.55,28549948.75,40225251.25,175885140.9,0.225187
2014-10-01,E,431913892.56,375065255.06,22084976.25,34763661.25,129556481.55,0.299959
2014-10-01,F,174266734.37,139585331.87,11797787.5,22883615.0,65619122.42,0.376544
2014-10-01,G,47703243.21,38174381.96,3534300.0,5994561.25,20013998.65,0.419552
2014-11-01,A,645548910.27,632562674.02,3678417.5,9307818.75,25879951.76,0.04009
2014-11-01,B,1178388129.89,1123947499.89,18558198.75,35882431.25,110244153.38,0.093555
2014-11-01,C,1259904601.78,1180663840.53,31175535.0,48065226.25,202326448.75,0.160589
2014-11-01,D,818567211.02,742070674.77,31696245.0,44800291.25,185598401.88,0.226736
2014-11-01,E,453824164.23,390963306.73,24345147.5,38515710.0,136949450.81,0.301768
2014-11-01,F,181225355.53,143717278.03,12400373.75,25107703.75,68752431.87,0.379375
2014-11-01,G,49320694.76,38742423.51,4083718.75,6494552.5,20756852.92,0.420855
2014-12-01,A,657090573.62,643674279.87,3875362.5,9540931.25,26396014.62,0.040171
2014-12-01,B,1187732202.02,1130267930.77,19855171.25,37609100.0,111974506.84,0.094276
2014-12-01,C,1273535144.65,1188929693.4,33375101.25,51230350.0,205942807.93,0.16171
2014-12-01,D,828478077.58,746306580.08,34255212.5,47916285.0,189093421.58,0.228242
2014-12-01,E,461473654.3,393892916.8,27317958.75,40262778.75,139664286.36,0.302648
2014-12-01,F,184275890.87,144882492.12,13017580.0,26375818.75,70216744.95,0.381041
2014-12-01,G,50418951.85,38750491.85,4810851.25,6857608.75,21229983.09,0.421071
2015-01-01,A,714375872.38,699744036.13,4385596.25,10246240.0,28660692.56,0.04012
2015-01-01,B,1256314792.2,1194506553.45,20714670.0,41093568.75,119054795.0,0.094765
2015-01-01,C,1358499760.45,1266196029.2,34784762.5,57518968.75,221008986.89,0.162686
2015-01-01,D,883807970.6,794430003.1,35212418.75,54165548.75,203081599.64,0.22978
2015-01-01,E,492905928.85,419773841.35,28348520.0,44783567.5,149955914.53,0.304228
2015-01-01,F,194204263.76,152219682.51,13244678.75,28739902.5,74411392.09,0.38316
2015-01-01,G,53430356.95,40637835.7,5244245.0,7548276.25,22588512.39,0.422766
2015-02-01,A,748465271.44,732829988.94,4480711.25,11154571.25,30219724.09,0.040376
2015-02-01,B,1292042967.97,1225149179.22,21646078.75,45247710.0,123961180.94,0.095942
2015-02-01,C,1405551749.02,1304646102.77,37292135.0,63613511.25,230753160.85,0.164173
2015-02-01,D,913775812.47,815445241.22,38032591.25,60297980.0,211989568.02,0.231993
2015-02-01,E,514425155.64,433648911.89,30950773.75,49825470.0,157786518.85,0.306724
2015-02-01,F,200140131.98,154715940.73,14278215.0,31145976.25,77248628.33,0.385973
2015-02-01,G,55604069.17,41560921.67,5875858.75,8167288.75,23578807.13,0.424048
2015-03-01,A,807891968.56,792205983.56,4469193.75,11216791.25,32152590.02,0.039798
2015-03-01,B,1375383489.23,1308189926.73,21697567.5,45495995.0,130468628.78,0.09486
2015-03-01,C,1491258055.88,1389784290.88,37495965.0,63977800.0,242958806.84,0.162922
2015-03-01,D,963888955.39,865017954.14,38095597.5,60775403.75,222254750.99,0.230581
2015-03-01,E,543200224.44,462199771.94,30857677.5,50142775.0,165602986.39,0.304865
2015-03-01,F,209000402.78,163515882.78,14165420.0,31319100.0,80242690.82,0.383936
2015-03-01,G,58018648.91,43956525.16,5832232.5,8229891.25,24525370.48,0.422715
2015-04-01,A,862107017.88,845364886.63,4874877.5,11867253.75,34275549.6,0.039758
2015-04-01,B,1441855341.4,1370199703.9,22694532.5,48961105.0,137394779.66,0.09529
2015-04-01,C,1571268546.81,1460282708.06,41336753.75,69649085.0,257222228.49,0.163704
2015-04-01,D,1014160864.15,905552475.4,41982243.75,66626145.0,235135322.62,0.231852
2015-04-01,E,580090738.63,491393982.38,33657195.0,55039561.25,177468872.0,0.305933
2015-04-01,F,219596237.48,170814864.98,14934776.25,33846596.25,84681963.38,0.385626
2015-04-01,G,60956538.46,45777365.96,6059586.25,9119586.25,25955225.87,0.425799
2015-05-01,A,921163284.16,903547204.16,5220147.5,12395932.5,36483657.02,0.039606
2015-05-01,B,1504406528.42,1429061827.17,23279290.0,52065411.25,143791287.3,0.09558
2015-05-01,C,1646507347.66,1529092576.41,43059257.5,74355513.75,270183254.05,0.164095
2015-05-01,D,1057882845.36,943071879.11,43372333.75,71438632.5,246150416.04,0.232682
2015-05-01,E,611544213.34,518049865.84,34703672.5,58790675.0,187437431.3,0.306499
