month_date,grade,dpd_bucket,balance,count,gco_amount,recovery_amount,nco_amount
2019-12-01,A,180+,100746.25,14,0.0,0.0,0.0
2019-12-01,A,GCO,165447336.25,14164,140630235.81,23907140.09,116723095.72
2020-01-01,A,Current,153720627.74,40223,0.0,0.0,0.0
2020-01-01,A,30+,16150.0,2,0.0,0.0,0.0
2020-01-01,A,60+,19975.0,2,0.0,0.0,0.0
2020-01-01,A,90+,23630.0,5,0.0,0.0,0.0
2020-01-01,A,120+,18020.0,2,0.0,0.0,0.0
2020-01-01,A,150+,35700.0,4,0.0,0.0,0.0
2020-01-01,A,180+,70061.25,6,0.0,0.0,0.0
2020-01-01,A,GCO,165548082.5,14178,140715870.12,23921697.92,116794172.2
2020-02-01,A,Current,135976539.35,38057,0.0,0.0,0.0
2020-02-01,A,60+,16150.0,2,0.0,0.0,0.0
2020-02-01,A,90+,19975.0,2,0.0,0.0,0.0
2020-02-01,A,120+,23630.0,5,0.0,0.0,0.0
2020-02-01,A,150+,18020.0,2,0.0,0.0,0.0
2020-02-01,A,180+,31450.0,3,0.0,0.0,0.0
2020-02-01,A,GCO,165622393.75,14185,140779034.69,23932435.9,116846598.79
2020-03-01,A,Current,131139896.94,33760,0.0,0.0,0.0
2020-03-01,A,60+,16150.0,2,0.0,0.0,0.0
2020-03-01,A,90+,18700.0,1,0.0,0.0,0.0
2020-03-01,A,120+,24905.0,6,0.0,0.0,0.0
2020-03-01,A,180+,30770.0,3,0.0,0.0,0.0
2020-03-01,A,GCO,165641093.75,14187,140794929.69,23935138.05,116859791.64
2020-04-01,A,Current,114217673.4,31833,0.0,0.0,0.0
2020-04-01,A,30+,8500.0,1,0.0,0.0,0.0
2020-04-01,A,90+,12750.0,1,0.0,0.0,0.0
2020-04-01,A,120+,3400.0,1,0.0,0.0,0.0
2020-04-01,A,150+,24735.0,3,0.0,0.0,0.0
2020-04-01,A,180+,18870.0,4,0.0,0.0,0.0
2020-04-01,A,GCO,165671863.75,14190,140821084.19,23939584.31,116881499.88
2020-05-01,A,Current,104354217.66,29461,0.0,0.0,0.0
2020-05-01,A,30+,25160.0,2,0.0,0.0,0.0
2020-05-01,A,60+,8500.0,1,0.0,0.0,0.0
2020-05-01,A,120+,16150.0,2,0.0,0.0,0.0
2020-05-01,A,150+,18700.0,1,0.0,0.0,0.0
2020-05-01,A,180+,24905.0,6,0.0,0.0,0.0
2020-05-01,A,GCO,165671863.75,14190,140821084.19,23939584.31,116881499.88
2020-06-01,A,Current,90115206.84,27092,0.0,0.0,0.0
2020-06-01,A,60+,25160.0,2,0.0,0.0,0.0
2020-06-01,A,90+,8500.0,1,0.0,0.0,0.0
2020-06-01,A,180+,16150.0,2,0.0,0.0,0.0
2020-06-01,A,GCO,165715468.75,14197,140858148.44,23945885.23,116912263.2
2020-07-01,A,Current,81575015.95,24832,0.0,0.0,0.0
2020-07-01,A,90+,25160.0,2,0.0,0.0,0.0
2020-07-01,A,120+,8500.0,1,0.0,0.0,0.0
2020-07-01,A,180+,16150.0,2,0.0,0.0,0.0
2020-07-01,A,GCO,165715468.75,14197,140858148.44,23945885.23,116912263.2
2020-08-01,A,Current,69540256.47,22435,0.0,0.0,0.0
2020-08-01,A,120+,25160.0,2,0.0,0.0,0.0
2020-08-01,A,150+,8500.0,1,0.0,0.0,0.0
2020-08-01,A,GCO,165731618.75,14199,140871875.94,23948218.91,116923657.03
2020-09-01,A,Current,58158653.19,20559,0.0,0.0,0.0
2020-09-01,A,30+,4250.0,1,0.0,0.0,0.0
2020-09-01,A,180+,25160.0,2,0.0,0.0,0.0
2020-09-01,A,GCO,165740118.75,14200,140879100.94,23949447.16,116929653.78
2020-10-01,A,Current,51232587.5,18375,0.0,0.0,0.0
2020-10-01,A,60+,4250.0,1,0.0,0.0,0.0
2020-10-01,A,180+,25160.0,2,0.0,0.0,0.0
2020-10-01,A,GCO,165740118.75,14200,140879100.94,23949447.16,116929653.78
2020-11-01,A,Current,42208657.62,16048,0.0,0.0,0.0
2020-11-01,A,30+,38802.5,3,0.0,0.0,0.0
2020-11-01,A,120+,4250.0,1,0.0,0.0,0.0
2020-11-01,A,GCO,165765278.75,14202,140900486.94,23953082.78,116947404.16
2020-12-01,A,Current,36732053.94,14100,0.0,0.0,0.0
2020-12-01,A,60+,38802.5,3,0.0,0.0,0.0
2020-12-01,A,120+,4250.0,1,0.0,0.0,0.0
2020-12-01,A,GCO,165765278.75,14202,140900486.94,23953082.78,116947404.16
2021-01-01,A,Current,30273832.3,12242,0.0,0.0,0.0
2021-01-01,A,90+,38802.5,3,0.0,0.0,0.0
2021-01-01,A,180+,4250.0,1,0.0,0.0,0.0
2021-01-01,A,GCO,165765278.75,14202,140900486.94,23953082.78,116947404.16
2021-02-01,A,Current,24853123.91,10773,0.0,0.0,0.0
2021-02-01,A,120+,38802.5,3,0.0,0.0,0.0
2021-02-01,A,GCO,165769528.75,14203,140904099.44,23953696.9,116950402.53
2021-03-01,A,Current,23695190.53,9340,0.0,0.0,0.0
2021-03-01,A,120+,38802.5,3,0.0,0.0,0.0
2021-03-01,A,GCO,165769528.75,14203,140904099.44,23953696.9,116950402.53
2021-04-01,A,Current,18516813.06,7562,0.0,0.0,0.0
2021-04-01,A,180+,38802.5,3,0.0,0.0,0.0
2021-04-01,A,GCO,165769528.75,14203,140904099.44,23953696.9,116950402.53
2021-05-01,A,Current,16122037.73,5998,0.0,0.0,0.0
2021-05-01,A,180+,38802.5,3,0.0,0.0,0.0
2021-05-01,A,GCO,165769528.75,14203,140904099.44,23953696.9,116950402.53
2021-06-01,A,Current,12892039.01,4688,0.0,0.0,0.0
2021-06-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2021-07-01,A,Current,11445669.88,3661,0.0,0.0,0.0
2021-07-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2021-08-01,A,Current,9401169.06,2840,0.0,0.0,0.0
2021-08-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2021-09-01,A,Current,7694750.9,2210,0.0,0.0,0.0
2021-09-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2021-10-01,A,Current,7030341.43,1715,0.0,0.0,0.0
2021-10-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2021-11-01,A,Current,6111067.17,1332,0.0,0.0,0.0
2021-11-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2021-12-01,A,Current,5647950.83,1028,0.0,0.0,0.0
2021-12-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-01-01,A,Current,5117463.02,1001,0.0,0.0,0.0
2022-01-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-02-01,A,Current,4669920.49,967,0.0,0.0,0.0
2022-02-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-03-01,A,Current,4638751.52,931,0.0,0.0,0.0
2022-03-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-04-01,A,Current,4160814.35,886,0.0,0.0,0.0
2022-04-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-05-01,A,Current,3837083.61,839,0.0,0.0,0.0
2022-05-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-06-01,A,Current,3403049.05,801,0.0,0.0,0.0
2022-06-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-07-01,A,Current,3104280.33,766,0.0,0.0,0.0
2022-07-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-08-01,A,Current,2706074.36,741,0.0,0.0,0.0
2022-08-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-09-01,A,Current,2309059.79,706,0.0,0.0,0.0
2022-09-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-10-01,A,Current,2034068.59,656,0.0,0.0,0.0
2022-10-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-11-01,A,Current,1667026.44,611,0.0,0.0,0.0
2022-11-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2022-12-01,A,Current,1439077.48,546,0.0,0.0,0.0
2022-12-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-01-01,A,Current,1151547.99,489,0.0,0.0,0.0
2023-01-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-02-01,A,Current,924849.78,431,0.0,0.0,0.0
2023-02-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-03-01,A,Current,906421.93,389,0.0,0.0,0.0
2023-03-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-04-01,A,Current,702660.64,338,0.0,0.0,0.0
2023-04-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-05-01,A,Current,563213.64,295,0.0,0.0,0.0
2023-05-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-06-01,A,Current,396944.6,254,0.0,0.0,0.0
2023-06-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-07-01,A,Current,300179.78,216,0.0,0.0,0.0
2023-07-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-08-01,A,Current,198043.18,162,0.0,0.0,0.0
2023-08-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-09-01,A,Current,104040.9,115,0.0,0.0,0.0
2023-09-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2023-10-01,A,Current,65841.63,76,0.0,0.0,0.0
2023-10-01,A,GCO,165808331.25,14206,140937081.56,23959303.87,116977777.7
2007-07-01,B,Current,31500.0,7,0.0,0.0,0.0
2007-08-01,B,Current,67437.3,16,0.0,0.0,0.0
2007-09-01,B,Current,118457.33,20,0.0,0.0,0.0
2007-10-01,B,Current,146414.79,28,0.0,0.0,0.0
2007-11-01,B,Current,286007.46,36,0.0,0.0,0.0
2007-12-01,B,Current,528690.32,61,0.0,0.0,0.0
2008-01-01,B,Current,1041311.24,108,0.0,0.0,0.0
2008-02-01,B,Current,1702098.0,180,0.0,0.0,0.0
2008-03-01,B,Current,2591153.25,257,0.0,0.0,0.0
2008-04-01,B,Current,2909306.0,307,0.0,0.0,0.0
2008-05-01,B,Current,2960232.86,328,0.0,0.0,0.0
2008-06-01,B,Current,2996939.82,350,0.0,0.0,0.0
2008-07-01,B,Current,3070776.25,373,0.0,0.0,0.0
2008-08-01,B,Current,3028048.27,390,0.0,0.0,0.0
2008-08-01,B,30+,13005.0,2,0.0,0.0,0.0
2008-09-01,B,Current,2946367.11,395,0.0,0.0,0.0
2008-09-01,B,30+,12750.0,1,0.0,0.0,0.0
2008-09-01,B,60+,13005.0,2,0.0,0.0,0.0
2008-10-01,B,Current,3033618.61,420,0.0,0.0,0.0
2008-10-01,B,30+,17850.0,1,0.0,0.0,0.0
2008-10-01,B,60+,12750.0,1,0.0,0.0,0.0
2008-10-01,B,90+,13005.0,2,0.0,0.0,0.0
2008-11-01,B,Current,3511200.7,490,0.0,0.0,0.0
2008-11-01,B,30+,29792.5,2,0.0,0.0,0.0
2008-11-01,B,60+,17850.0,1,0.0,0.0,0.0
2008-11-01,B,90+,12750.0,1,0.0,0.0,0.0
2008-11-01,B,120+,13005.0,2,0.0,0.0,0.0
2008-12-01,B,Current,4018566.93,560,0.0,0.0,0.0
2008-12-01,B,60+,29792.5,2,0.0,0.0,0.0
2008-12-01,B,90+,17850.0,1,0.0,0.0,0.0
2008-12-01,B,120+,12750.0,1,0.0,0.0,0.0
2008-12-01,B,150+,13005.0,2,0.0,0.0,0.0
2009-01-01,B,Current,4432571.87,618,0.0,0.0,0.0
2009-01-01,B,30+,6375.0,1,0.0,0.0,0.0
2009-01-01,B,60+,4250.0,1,0.0,0.0,0.0
2009-01-01,B,90+,29792.5,2,0.0,0.0,0.0
2009-01-01,B,120+,17850.0,1,0.0,0.0,0.0
2009-01-01,B,150+,12750.0,1,0.0,0.0,0.0
2009-01-01,B,180+,13005.0,2,0.0,0.0,0.0
2009-02-01,B,Current,4551842.74,649,0.0,0.0,0.0
2009-02-01,B,30+,60073.75,5,0.0,0.0,0.0
2009-02-01,B,60+,6375.0,1,0.0,0.0,0.0
2009-02-01,B,90+,4250.0,1,0.0,0.0,0.0
2009-02-01,B,120+,29792.5,2,0.0,0.0,0.0
2009-02-01,B,150+,17850.0,1,0.0,0.0,0.0
2009-02-01,B,180+,12750.0,1,0.0,0.0,0.0
2009-02-01,B,GCO,13005.0,2,11054.25,1879.22,9175.03
2009-03-01,B,Current,4827960.43,678,0.0,0.0,0.0
2009-03-01,B,30+,60073.75,5,0.0,0.0,0.0
2009-03-01,B,60+,6375.0,1,0.0,0.0,0.0
2009-03-01,B,90+,4250.0,1,0.0,0.0,0.0
2009-03-01,B,120+,29792.5,2,0.0,0.0,0.0
2009-03-01,B,150+,17850.0,1,0.0,0.0,0.0
2009-03-01,B,180+,12750.0,1,0.0,0.0,0.0
2009-03-01,B,GCO,13005.0,2,11054.25,1879.22,9175.03
2009-04-01,B,Current,5107600.52,716,0.0,0.0,0.0
2009-04-01,B,30+,31195.0,3,0.0,0.0,0.0
2009-04-01,B,60+,32300.0,3,0.0,0.0,0.0
2009-04-01,B,90+,36698.75,4,0.0,0.0,0.0
2009-04-01,B,120+,4250.0,1,0.0,0.0,0.0
2009-04-01,B,150+,21250.0,1,0.0,0.0,0.0
2009-04-01,B,180+,8542.5,1,0.0,0.0,0.0
2009-04-01,B,GCO,43605.0,4,37064.25,6300.92,30763.33
2009-05-01,B,Current,6116866.32,823,0.0,0.0,0.0
2009-05-01,B,30+,22503.75,4,0.0,0.0,0.0
2009-05-01,B,60+,33745.0,4,0.0,0.0,0.0
2009-05-01,B,90+,60073.75,5,0.0,0.0,0.0
2009-05-01,B,120+,6375.0,1,0.0,0.0,0.0
2009-05-01,B,150+,4250.0,1,0.0,0.0,0.0
2009-05-01,B,180+,29792.5,2,0.0,0.0,0.0
2009-05-01,B,GCO,43605.0,4,37064.25,6300.92,30763.33
2009-06-01,B,Current,7084282.1,945,0.0,0.0,0.0
2009-06-01,B,60+,14003.75,3,0.0,0.0,0.0
2009-06-01,B,90+,39695.0,4,0.0,0.0,0.0
2009-06-01,B,120+,32300.0,3,0.0,0.0,0.0
2009-06-01,B,150+,36698.75,4,0.0,0.0,0.0
2009-06-01,B,180+,4250.0,1,0.0,0.0,0.0
2009-06-01,B,GCO,73397.5,6,62387.88,10605.94,51781.94
2009-07-01,B,Current,8085667.05,1054,0.0,0.0,0.0
2009-07-01,B,30+,33638.75,5,0.0,0.0,0.0
2009-07-01,B,90+,22503.75,4,0.0,0.0,0.0
2009-07-01,B,120+,33745.0,4,0.0,0.0,0.0
2009-07-01,B,150+,60073.75,5,0.0,0.0,0.0
2009-07-01,B,180+,6375.0,1,0.0,0.0,0.0
2009-07-01,B,GCO,77647.5,7,66000.38,11220.06,54780.31
2009-08-01,B,Current,9174907.66,1186,0.0,0.0,0.0
2009-08-01,B,30+,34637.5,4,0.0,0.0,0.0
2009-08-01,B,60+,54888.75,6,0.0,0.0,0.0
2009-08-01,B,120+,14003.75,3,0.0,0.0,0.0
2009-08-01,B,150+,39695.0,4,0.0,0.0,0.0
2009-08-01,B,180+,32300.0,3,0.0,0.0,0.0
2009-08-01,B,GCO,114346.25,11,97194.31,16523.03,80671.28
2009-09-01,B,Current,10432984.55,1328,0.0,0.0,0.0
2009-09-01,B,30+,74991.25,8,0.0,0.0,0.0
2009-09-01,B,60+,30770.0,3,0.0,0.0,0.0
2009-09-01,B,90+,40757.5,4,0.0,0.0,0.0
2009-09-01,B,120+,26838.75,4,0.0,0.0,0.0
2009-09-01,B,180+,53698.75,7,0.0,0.0,0.0
2009-09-01,B,GCO,146646.25,14,124649.31,21190.38,103458.93
2009-10-01,B,Current,12003865.16,1500,0.0,0.0,0.0
2009-10-01,B,30+,72122.5,8,0.0,0.0,0.0
2009-10-01,B,60+,63048.75,7,0.0,0.0,0.0
2009-10-01,B,90+,39227.5,4,0.0,0.0,0.0
2009-10-01,B,120+,47600.0,5,0.0,0.0,0.0
2009-10-01,B,150+,11538.75,2,0.0,0.0,0.0
2009-10-01,B,180+,14003.75,3,0.0,0.0,0.0
2009-10-01,B,GCO,186341.25,18,158390.06,26926.31,131463.75
2009-11-01,B,Current,13409686.11,1662,0.0,0.0,0.0
2009-11-01,B,30+,83257.5,7,0.0,0.0,0.0
2009-11-01,B,60+,60180.0,7,0.0,0.0,0.0
2009-11-01,B,90+,74991.25,8,0.0,0.0,0.0
2009-11-01,B,120+,30770.0,3,0.0,0.0,0.0
2009-11-01,B,150+,40757.5,4,0.0,0.0,0.0
2009-11-01,B,180+,26838.75,4,0.0,0.0,0.0
2009-11-01,B,GCO,200345.0,21,170293.25,28949.85,141343.4
2009-12-01,B,Current,15736883.26,1868,0.0,0.0,0.0
2009-12-01,B,30+,88485.0,10,0.0,0.0,0.0
2009-12-01,B,60+,76032.5,5,0.0,0.0,0.0
2009-12-01,B,90+,72122.5,8,0.0,0.0,0.0
2009-12-01,B,120+,63048.75,7,0.0,0.0,0.0
2009-12-01,B,150+,39227.5,4,0.0,0.0,0.0
2009-12-01,B,180+,47600.0,5,0.0,0.0,0.0
2009-12-01,B,GCO,211883.75,23,180101.19,30617.2,149483.99
2010-01-01,B,Current,17308566.25,2050,0.0,0.0,0.0
2010-01-01,B,30+,67298.75,7,0.0,0.0,0.0
2010-01-01,B,60+,89420.0,9,0.0,0.0,0.0
2010-01-01,B,90+,83257.5,7,0.0,0.0,0.0
2010-01-01,B,120+,60180.0,7,0.0,0.0,0.0
2010-01-01,B,150+,74991.25,8,0.0,0.0,0.0
2010-01-01,B,180+,30770.0,3,0.0,0.0,0.0
2010-01-01,B,GCO,267941.25,29,227750.06,38717.51,189032.55
2010-02-01,B,Current,19270757.62,2268,0.0,0.0,0.0
2010-02-01,B,30+,79900.0,6,0.0,0.0,0.0
2010-02-01,B,60+,80048.75,8,0.0,0.0,0.0
2010-02-01,B,90+,88910.0,9,0.0,0.0,0.0
2010-02-01,B,120+,88017.5,7,0.0,0.0,0.0
2010-02-01,B,150+,55930.0,7,0.0,0.0,0.0
2010-02-01,B,180+,78880.0,8,0.0,0.0,0.0
2010-02-01,B,GCO,307572.5,33,261436.62,44444.23,216992.4
2010-03-01,B,Current,21995188.4,2526,0.0,0.0,0.0
2010-03-01,B,30+,79900.0,6,0.0,0.0,0.0
2010-03-01,B,60+,80048.75,8,0.0,0.0,0.0
2010-03-01,B,90+,83385.0,8,0.0,0.0,0.0
2010-03-01,B,120+,93542.5,8,0.0,0.0,0.0
2010-03-01,B,150+,55930.0,7,0.0,0.0,0.0
2010-03-01,B,180+,70380.0,7,0.0,0.0,0.0
2010-03-01,B,GCO,316072.5,34,268661.62,45672.48,222989.15
2010-04-01,B,Current,24703564.13,2817,0.0,0.0,0.0
2010-04-01,B,30+,96857.5,13,0.0,0.0,0.0
2010-04-01,B,60+,85000.0,7,0.0,0.0,0.0
2010-04-01,B,90+,81748.75,8,0.0,0.0,0.0
2010-04-01,B,120+,84235.0,8,0.0,0.0,0.0
2010-04-01,B,150+,68042.5,7,0.0,0.0,0.0
2010-04-01,B,180+,70805.0,7,0.0,0.0,0.0
2010-04-01,B,GCO,409827.5,43,348353.38,59220.07,289133.3
2010-05-01,B,Current,27182740.27,3087,0.0,0.0,0.0
2010-05-01,B,30+,101978.75,12,0.0,0.0,0.0
2010-05-01,B,60+,117257.5,15,0.0,0.0,0.0
2010-05-01,B,90+,79900.0,6,0.0,0.0,0.0
2010-05-01,B,120+,80048.75,8,0.0,0.0,0.0
2010-05-01,B,150+,83385.0,8,0.0,0.0,0.0
2010-05-01,B,180+,93542.5,8,0.0,0.0,0.0
2010-05-01,B,GCO,442382.5,48,376025.12,63924.27,312100.85
2010-06-01,B,Current,28846100.23,3365,0.0,0.0,0.0
2010-06-01,B,30+,47345.0,8,0.0,0.0,0.0
2010-06-01,B,60+,113007.5,14,0.0,0.0,0.0
2010-06-01,B,90+,88357.5,11,0.0,0.0,0.0
2010-06-01,B,120+,93500.0,9,0.0,0.0,0.0
2010-06-01,B,150+,81748.75,8,0.0,0.0,0.0
2010-06-01,B,180+,84235.0,8,0.0,0.0,0.0
2010-06-01,B,GCO,548675.0,57,466373.75,79283.54,387090.21
2010-07-01,B,Current,31503335.98,3681,0.0,0.0,0.0
2010-07-01,B,30+,74948.75,12,0.0,0.0,0.0
2010-07-01,B,60+,50723.75,9,0.0,0.0,0.0
2010-07-01,B,90+,101978.75,12,0.0,0.0,0.0
2010-07-01,B,120+,117257.5,15,0.0,0.0,0.0
2010-07-01,B,150+,79900.0,6,0.0,0.0,0.0
2010-07-01,B,180+,80048.75,8,0.0,0.0,0.0
2010-07-01,B,GCO,619310.0,64,526413.5,89490.3,436923.2
2010-08-01,B,Current,33664338.68,3982,0.0,0.0,0.0
2010-08-01,B,30+,139208.75,14,0.0,0.0,0.0
