vintage_year,mob,cum_defaults,cohort_size,cum_default_rate,cum_default_amount,cohort_funded,cum_loss_rate
2008,37,246,1562,0.15749039692701663,2505075.0,13457075.0,0.1861530087333243
2008,38,246,1562,0.15749039692701663,2505075.0,13457075.0,0.1861530087333243
2008,39,246,1562,0.15749039692701663,2505075.0,13457075.0,0.1861530087333243
2008,40,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,41,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,42,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,43,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,44,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,45,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,46,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,47,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,48,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,49,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,50,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,51,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,52,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,53,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,54,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,55,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,56,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2008,57,247,1562,0.15813060179257363,2514075.0,13457075.0,0.18682180191460626
2009,1,12,4716,0.002544529262086514,139625.0,46324425.0,0.003014068712131883
2009,2,26,4716,0.00551314673452078,286675.0,46324425.0,0.0061884200397522475
2009,3,45,4716,0.009541984732824428,446100.0,46324425.0,0.009629909059853415
2009,4,71,4716,0.015055131467345207,720375.0,46324425.0,0.015550651735018838
2009,5,93,4716,0.019720101781170483,942250.0,46324425.0,0.020340241675962517
2009,6,113,4716,0.023960983884648006,1131600.0,46324425.0,0.02442771820697181
2009,7,140,4716,0.029686174724342665,1435375.0,46324425.0,0.03098527396724298
2009,8,165,4716,0.03498727735368957,1676425.0,46324425.0,0.0361887924135054
2009,9,186,4716,0.039440203562340966,1910200.0,46324425.0,0.04123526627691547
2009,10,206,4716,0.04368108566581849,2121425.0,46324425.0,0.04579495590069386
2009,11,235,4716,0.0498303647158609,2438175.0,46324425.0,0.052632601483990356
2009,12,251,4716,0.053223070398642915,2622525.0,46324425.0,0.05661214359379528
2009,13,267,4716,0.056615776081424936,2848175.0,46324425.0,0.06148322402274826
2009,14,286,4716,0.060644614079728584,3072625.0,46324425.0,0.06632840019061219
2009,15,302,4716,0.0640373197625106,3204425.0,46324425.0,0.06917355153355924
2009,16,322,4716,0.06827820186598813,3451825.0,46324425.0,0.0745141466947512
2009,17,341,4716,0.07230703986429177,3621125.0,46324425.0,0.07816880619673099
2009,18,354,4716,0.07506361323155217,3785775.0,46324425.0,0.08172308668699071
2009,19,375,4716,0.07951653944020357,4069250.0,46324425.0,0.08784242869717217
2009,20,396,4716,0.08396946564885496,4293675.0,46324425.0,0.09268706519293007
2009,21,415,4716,0.0879983036471586,4466300.0,46324425.0,0.09641350108501077
2009,22,424,4716,0.0899067005937235,4538050.0,46324425.0,0.0979623600292934
2009,23,439,4716,0.09308736217133164,4738950.0,46324425.0,0.10229916507328478
2009,24,457,4716,0.09690415606446141,4897375.0,46324425.0,0.10571906720914506
2009,25,470,4716,0.0996607294317218,5023575.0,46324425.0,0.10844333200034323
2009,26,478,4716,0.10135708227311281,5109625.0,46324425.0,0.11030088338927034
2009,27,497,4716,0.10538592027141645,5319400.0,46324425.0,0.11482927203089946
2009,28,509,4716,0.10793044953350296,5414600.0,46324425.0,0.11688434341063057
2009,29,521,4716,0.11047497879558948,5539950.0,46324425.0,0.11959025935022399
2009,30,527,4716,0.11174724342663274,5609900.0,46324425.0,0.12110026190287305
2009,31,536,4716,0.11365564037319763,5668400.0,46324425.0,0.12236309463096412
2009,32,547,4716,0.11598812553011026,5762075.0,46324425.0,0.12438524601222789
2009,33,555,4716,0.11768447837150127,5815575.0,46324425.0,0.1255401443191146
2009,34,568,4716,0.12044105173876166,5919125.0,46324425.0,0.127775466182257
2009,35,569,4716,0.12065309584393553,5926875.0,46324425.0,0.12794276453512374
2009,36,585,4716,0.12404580152671756,6119325.0,46324425.0,0.13209716040727976
2009,37,587,4716,0.12446988973706531,6139325.0,46324425.0,0.1325288980920972
2009,38,587,4716,0.12446988973706531,6139325.0,46324425.0,0.1325288980920972
2009,39,587,4716,0.12446988973706531,6139325.0,46324425.0,0.1325288980920972
2009,40,588,4716,0.12468193384223919,6145325.0,46324425.0,0.13265841939754244
2009,41,588,4716,0.12468193384223919,6145325.0,46324425.0,0.13265841939754244
2009,42,588,4716,0.12468193384223919,6145325.0,46324425.0,0.13265841939754244
2009,43,588,4716,0.12468193384223919,6145325.0,46324425.0,0.13265841939754244
2009,44,588,4716,0.12468193384223919,6145325.0,46324425.0,0.13265841939754244
2009,45,588,4716,0.12468193384223919,6145325.0,46324425.0,0.13265841939754244
2009,46,590,4716,0.12510602205258695,6164925.0,46324425.0,0.13308152232866355
2009,47,590,4716,0.12510602205258695,6164925.0,46324425.0,0.13308152232866355
2009,48,590,4716,0.12510602205258695,6164925.0,46324425.0,0.13308152232866355
2009,49,591,4716,0.1253180661577608,6175675.0,46324425.0,0.13331358133425295
2009,50,591,4716,0.1253180661577608,6175675.0,46324425.0,0.13331358133425295
2009,51,592,4716,0.1255301102629347,6193675.0,46324425.0,0.13370214525058866
2009,52,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,53,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,54,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,55,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,56,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,57,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,58,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,59,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2009,60,593,4716,0.12574215436810857,6213675.0,46324425.0,0.1341338829354061
2010,1,7,11536,0.0006067961165048543,58900.0,116706400.0,0.0005046852614766629
2010,2,31,11536,0.002687239944521498,288050.0,116706400.0,0.002468159415421948
2010,3,61,11536,0.005287794729542303,646525.0,116706400.0,0.005539756174468581
2010,4,97,11536,0.008408460471567267,969825.0,116706400.0,0.008309955580842182
2010,5,142,11536,0.012309292649098474,1359550.0,116706400.0,0.011649318289314039
2010,6,182,11536,0.015776699029126214,1729075.0,116706400.0,0.014815597088077432
2010,7,233,11536,0.020197642163661583,2288175.0,116706400.0,0.019606251242434005
2010,8,283,11536,0.024531900138696255,2826300.0,116706400.0,0.024217180891536367
2010,9,328,11536,0.028432732316227463,3294950.0,116706400.0,0.028232813281876573
2010,10,384,11536,0.033287101248266296,3887725.0,116706400.0,0.03331201202333377
2010,11,436,11536,0.037794729542302355,4455575.0,116706400.0,0.0381776406435294
2010,12,488,11536,0.04230235783633842,4948700.0,116706400.0,0.04240298732545944
2010,13,530,11536,0.045943134535367545,5388175.0,116706400.0,0.04616863342541626
2010,14,574,11536,0.04975728155339806,5780275.0,116706400.0,0.04952834634604443
2010,15,614,11536,0.053224687933425795,6186425.0,116706400.0,0.05300844683753419
2010,16,667,11536,0.057819001386962554,6776275.0,116706400.0,0.058062582686125186
2010,17,697,11536,0.06041955617198336,7037525.0,116706400.0,0.06030110602332006
2010,18,727,11536,0.06302011095700416,7416350.0,116706400.0,0.0635470719686324
2010,19,760,11536,0.06588072122052704,7778550.0,116706400.0,0.06665058642885052
2010,20,800,11536,0.06934812760055478,8237375.0,116706400.0,0.07058203320469143
2010,21,840,11536,0.07281553398058252,8618150.0,116706400.0,0.0738447077452479
2010,22,885,11536,0.07671636615811372,9102850.0,116706400.0,0.0779978647272129
2010,23,922,11536,0.0799237170596394,9552450.0,116706400.0,0.0818502669947835
