vintage_year,mob,cum_defaults,cohort_size,cum_default_rate,cum_default_amount,cohort_funded,cum_loss_rate
2008,2,6,1562,0.0038412291933418692,38800.0,13457075.0,0.002883241714860027
2008,3,12,1562,0.0076824583866837385,105450.0,13457075.0,0.007836026774020358
2008,4,19,1562,0.012163892445582587,203300.0,13457075.0,0.015107294861624833
2008,5,26,1562,0.016645326504481434,283850.0,13457075.0,0.02109299383409842
2008,6,34,1562,0.02176696542893726,371800.0,13457075.0,0.027628589422292734
2008,7,43,1562,0.027528809218950064,479075.0,13457075.0,0.03560023259140638
2008,8,51,1562,0.03265044814340589,596850.0,13457075.0,0.04435213447201565
2008,9,59,1562,0.03777208706786172,720925.0,13457075.0,0.053572191579522296
2008,10,72,1562,0.046094750320102434,820625.0,13457075.0,0.06098093382105695
2008,11,80,1562,0.05121638924455826,913825.0,13457075.0,0.06790665876499909
2008,12,91,1562,0.05825864276568502,1007375.0,13457075.0,0.07485839233265773
2008,13,99,1562,0.06338028169014084,1085350.0,13457075.0,0.08065274214493119
2008,14,110,1562,0.07042253521126761,1185075.0,13457075.0,0.08806334214530274
2008,15,121,1562,0.07746478873239436,1295500.0,13457075.0,0.09626906292786508
2008,16,130,1562,0.08322663252240717,1378500.0,13457075.0,0.10243682226635431
2008,17,141,1562,0.09026888604353393,1512575.0,13457075.0,0.1123999829086187
2008,18,150,1562,0.09603072983354674,1616075.0,13457075.0,0.1200911044933613
2008,19,160,1562,0.10243277848911651,1714525.0,13457075.0,0.12740695879305125
2008,20,165,1562,0.1056338028169014,1755625.0,13457075.0,0.13046111432090554
2008,21,177,1562,0.11331626120358515,1861825.0,13457075.0,0.13835287386003273
2008,22,190,1562,0.12163892445582586,1991050.0,13457075.0,0.14795562928793962
2008,23,197,1562,0.12612035851472472,2043500.0,13457075.0,0.15185320732774396
2008,24,205,1562,0.13124199743918052,2142400.0,13457075.0,0.159202501286498
2008,25,213,1562,0.13636363636363635,2197075.0,13457075.0,0.16326541986278592
2008,26,217,1562,0.13892445582586427,2246075.0,13457075.0,0.16690662718309884
2008,27,218,1562,0.13956466069142126,2250575.0,13457075.0,0.16724102377373984
2008,28,221,1562,0.14148527528809218,2270275.0,13457075.0,0.16870493773721257
2008,29,226,1562,0.1446862996158771,2312375.0,13457075.0,0.17183340361854266
2008,30,229,1562,0.146606914212548,2357875.0,13457075.0,0.17521452470169038
2008,31,230,1562,0.147247119078105,2367875.0,13457075.0,0.17595762823644812
2008,32,233,1562,0.14916773367477593,2402925.0,13457075.0,0.17856220612577398
2008,33,237,1562,0.15172855313700384,2429925.0,13457075.0,0.1805685856696199
2008,34,242,1562,0.15492957746478872,2477675.0,13457075.0,0.1841169050480881
2008,35,244,1562,0.15620998719590268,2497675.0,13457075.0,0.18560311211760355
2008,36,245,1562,0.15685019206145967,2502675.0,13457075.0,0.18597466388498243
