month_date,grade,ftr
2010-06-01,G,0.041033
2010-07-01,A,0.0002508032154846
2010-07-01,B,0.0026337614326154
2010-07-01,C,0.0075923672255624
2010-07-01,D,0.00248058995653
2010-07-01,E,0.007522266015
2010-07-01,F,0.007627956474
2010-07-01,G,1.0
2010-08-01,A,0.0009202755489939
2010-08-01,B,0.0013973228711882
2010-08-01,C,0.005369213225261
2010-08-01,D,0.0039164956467266
2010-08-01,E,0.0030539385199999
2010-08-01,F,0.360772382876
2010-08-01,G,1.0
2010-09-01,A,0.00050312535
2010-09-01,B,0.0025172091557634
2010-09-01,C,0.0030270537776318
2010-09-01,D,0.006476250725136
2010-09-01,E,0.007760856375223
2010-09-01,F,0.012639
2010-09-01,G,0.007136
2010-10-01,A,0.0001076342604933
2010-10-01,B,0.0016813771427456
2010-10-01,C,0.0023735364153281
2010-10-01,D,0.0057524644
2010-10-01,E,0.0022502960204077
2010-10-01,F,0.002825353746
2010-10-01,G,0.005768
2010-11-01,A,0.000144033107286
2010-11-01,B,0.003854681314493
2010-11-01,C,0.0033930280227921
2010-11-01,D,0.0034713684596176
2010-11-01,E,0.0051578286410964
2010-11-01,F,0.008087
2010-11-01,G,0.012783
2010-12-01,A,0.0005304821716662
2010-12-01,B,0.0031834461115966
2010-12-01,C,0.0028102838288422
2010-12-01,D,0.0046051228999999
2010-12-01,E,0.00376681906
2010-12-01,F,0.01587
2010-12-01,G,0.007265
2011-01-01,A,0.0002436350729951
2011-01-01,B,0.0014069575088303
2011-01-01,C,0.0018360989391763
2011-01-01,D,0.0034019243638495
2011-01-01,E,0.008367106202
2011-01-01,F,0.0047469186666839
2011-01-01,G,0.01178
2011-02-01,A,5.203722307723191e-05
2011-02-01,B,0.0009264970206034
2011-02-01,C,0.0017780260186353
2011-02-01,D,0.0032905601162702
2011-02-01,E,0.0025121121701212
2011-02-01,F,0.0016188621495819
2011-02-01,G,0.0055650999999999
2011-03-01,A,0.00074607729
2011-03-01,B,0.0015589728704436
2011-03-01,C,0.0030759639641436
2011-03-01,D,0.0032590456465802
2011-03-01,E,0.0028664780313489
