month_date,grade,total_balance,current_balance,delinquent_balance,gco_balance,ecl_simple,ecl_rate,ecl_dcf
2018-05-01,A,856953752.73,735074016.48,24267266.25,97612470.0,79796053.31,0.093116,79464949.35435686
2018-05-01,B,1797681576.51,1328790912.76,91961500.0,376929163.75,335583340.43,0.186676,334190878.43651456
2018-05-01,C,2441750349.65,1545403610.9,180398156.25,715948582.5,703228153.53,0.288002,700310194.386722
2018-05-01,D,1547496318.16,803785736.91,115618912.5,628091668.75,602074323.6,0.389063,599576089.8921162
2018-05-01,E,949205510.51,417520884.26,51243567.5,480441058.75,457020922.59,0.481477,455124570.2141079
2018-05-01,F,380348330.91,145351933.41,15479605.0,219516792.5,211644327.41,0.556449,210766135.18008298
2018-05-01,G,127691530.64,50028029.39,12893373.75,64770127.5,71751042.54,0.561909,71453320.37178424
2018-06-01,A,812770101.46,684855875.21,24471053.75,103443172.5,81316184.76,0.100048,80978773.20497926
2018-06-01,B,1731201389.46,1242863894.46,91275592.5,397061902.5,340379793.53,0.196615,338967429.24149376
2018-06-01,C,2379973380.53,1445627540.53,180826768.75,753519071.25,712802857.14,0.2995,709845168.9360995
2018-06-01,D,1518241512.21,755552917.21,110042742.5,652645852.5,607315512.99,0.400012,604795531.6082988
2018-06-01,E,933073532.3,395510114.8,43069712.5,494493705.0,458908193.15,0.491824,457004009.77593356
2018-06-01,F,375397969.52,138808608.27,12981136.25,223608225.0,211833014.34,0.564289,210954039.1767635
2018-06-01,G,126096900.19,48044460.19,9807406.25,68245033.75,72819983.42,0.577492,72517825.81244813
2018-07-01,A,791817213.79,659900805.04,26241370.0,105675038.75,82028416.87,0.103595,81688049.99502075
2018-07-01,B,1695956294.32,1191617485.57,96524151.25,407814657.5,343655348.09,0.202632,342229392.28879666
2018-07-01,C,2353224528.06,1391095928.06,187458851.25,774669748.75,719819745.66,0.305887,716832941.7360996
2018-07-01,D,1513692663.11,733394511.86,113148897.5,667149253.75,613157715.53,0.405074,610613492.6439834
2018-07-01,E,929097482.57,385651533.82,42393006.25,501052942.5,460661652.43,0.495816,458750193.29128635
2018-07-01,F,374050903.61,136027146.11,12407237.5,225616520.0,212233593.63,0.567392,211352956.3120332
2018-07-01,G,125675971.62,47222182.87,8734238.75,69719550.0,73343904.84,0.583595,73039573.2846473
2018-08-01,A,742966761.89,605522208.14,25593563.75,111850990.0,83440291.45,0.112307,83094066.17427386
2018-08-01,B,1622353806.61,1095912639.11,97856101.25,428585066.25,348471805.66,0.214794,347025864.5576764
2018-08-01,C,2286915615.35,1290613169.1,182889102.5,813413343.75,728935428.73,0.318742,725910800.3950207
2018-08-01,D,1480074107.34,683992369.84,104286797.5,691794940.0,617466317.68,0.417186,614904216.7767634
2018-08-01,E,912199949.08,364300510.33,35579427.5,512320011.25,461123457.75,0.505507,459210082.40663904
2018-08-01,F,368864032.04,130012863.29,9890387.5,228960781.25,212047653.21,0.574867,211167787.42904565
2018-08-01,G,124078961.2,45403003.7,4795487.5,73880470.0,74770312.02,0.602603,74460061.7626556
2018-09-01,A,693185278.59,549844869.84,26518810.0,116821598.75,84463452.96,0.121848,84112982.20082986
2018-09-01,B,1547460447.72,998090317.72,100640021.25,448730108.75,353059221.11,0.228154,351594245.0887967
2018-09-01,C,2218777519.4,1194515406.9,172380276.25,851881836.25,737195586.21,0.332253,734136683.3626556
2018-09-01,D,1450469435.13,639631166.38,95468068.75,715370200.0,622089233.8,0.428888,619507950.6721991
2018-09-01,E,896827932.31,345983456.06,28566332.5,522278143.75,461438787.62,0.514523,459524103.8539419
2018-09-01,F,363607535.37,124314812.87,7337540.0,231955182.5,211701866.05,0.582226,210823435.07053944
2018-09-01,G,122493893.13,43615231.88,2506373.75,76372287.5,75377663.31,0.615359,75064892.92282158
2018-10-01,A,672463941.97,523488883.22,29457026.25,119518032.5,85593781.27,0.127284,85238620.35186721
2018-10-01,B,1516061088.58,950351854.83,108035212.5,457674021.25,355998662.98,0.234818,354521490.10456437
2018-10-01,C,2188270097.51,1146178087.51,168512967.5,873579042.5,743126817.83,0.339596,740043304.0630705
2018-10-01,D,1435697993.3,616110674.55,90315772.5,729271546.25,625354814.31,0.435575,622759981.0556016
2018-10-01,E,887915145.39,335563087.89,25239538.75,527112518.75,461203011.09,0.519422,459289305.6497925
2018-10-01,F,360530262.15,120760349.65,6057971.25,233711941.25,211484967.31,0.586594,210607436.3253112
2018-10-01,G,121426057.2,42462905.95,1829476.25,77133675.0,75338894.96,0.620451,75026285.43734439
2018-11-01,A,625993724.55,471688018.3,28536093.75,125769612.5,87077645.42,0.139103,86716327.38921162
2018-11-01,B,1448751669.08,866895771.58,100405017.5,481450880.0,361678039.89,0.249648,360177301.1352697
2018-11-01,C,2124631106.37,1066867837.62,140765440.0,916997828.75,753063435.97,0.354444,749938691.4224067
2018-11-01,D,1404253568.65,579126714.9,72142921.25,752983932.5,629387323.7,0.448201,626775758.0414938
2018-11-01,E,871982850.39,318620376.64,19118093.75,534244380.0,460141612.22,0.527696,458232310.9244814
2018-11-01,F,355096194.5,114937279.5,4679845.0,235479070.0,210503726.59,0.592808,209630267.1435685
2018-11-01,G,119771845.14,40660581.39,1276041.25,77835222.5,75040414.58,0.626528,74729043.56514522
2018-12-01,A,606018421.39,448650271.39,29018936.25,128349213.75,87796756.7,0.144875,87432454.80497926
2018-12-01,B,1418445318.4,829167560.9,98687167.5,490590590.0,363672055.45,0.256388,362163042.77178425
2018-12-01,C,2089622974.93,1026457786.18,125197180.0,937968008.75,757093790.83,0.362311,753952322.8182573
2018-12-01,D,1385657321.22,558572343.72,63393531.25,763691446.25,630310369.14,0.454882,627694973.4174274
2018-12-01,E,862567504.23,308532999.23,16210796.25,537823708.75,459226193.17,0.532394,457320690.293776
2018-12-01,F,351814000.88,111388589.63,3788938.75,236636472.5,209951334.78,0.596768,209080167.41576764
2018-12-01,G,118790051.25,39568691.25,1132136.25,78089223.75,74780403.57,0.629517,74470111.43900414
2019-01-01,A,563742191.13,402222407.38,26553957.5,134965826.25,89359762.0,0.158512,88988974.60580914
2019-01-01,B,1352554878.37,755224305.87,81795840.0,515534732.5,368893699.59,0.272738,367363020.3385892
2019-01-01,C,2022085527.99,953700510.49,89475972.5,978909045.0,764658221.08,0.378153,761485365.3908714
2019-01-01,D,1349479694.18,521279112.93,42317738.75,785882842.5,632607502.45,0.468779,629982575.053942
2019-01-01,E,845328089.48,290855388.23,9642910.0,544829791.25,457773102.75,0.541533,455873629.2946058
2019-01-01,F,346360449.85,105767184.85,2372095.0,238221170.0,208893763.06,0.603111,208026983.96016598
2019-01-01,G,117075037.91,37814216.66,775752.5,78485068.75,74319914.65,0.634806,74011533.2614108
2019-02-01,A,527486769.28,363829426.78,23452286.25,140205056.25,90331838.72,0.171249,89957017.81244813
2019-02-01,B,1294763775.39,693168774.14,64206513.75,537388487.5,373118699.99,0.288175,371570489.61659753
2019-02-01,C,1960514816.61,890240780.36,61153356.25,1009120680.0,768441729.2,0.391959,765253174.307054
2019-02-01,D,1316834743.64,488100808.64,27430201.25,801303733.75,632692227.09,0.480464,630066948.1394191
2019-02-01,E,829722147.01,275082399.51,5835016.25,548804731.25,455396188.41,0.548854,453506577.66970956
2019-02-01,F,341455316.78,100777561.78,1784468.75,238893286.25,207590959.61,0.607959,206729586.33360997
2019-02-01,G,115553813.3,36237763.3,600652.5,78715397.5,73849398.6,0.639091,73542969.56016597
2019-03-01,A,526209461.99,362485840.74,23283965.0,140439656.25,90381934.78,0.17176,90006906.00497925
2019-03-01,B,1292759504.04,691081011.54,63065495.0,538612997.5,373430657.42,0.288863,371881152.6174274
2019-03-01,C,1957904378.1,887601866.85,59718577.5,1010583933.75,768672126.57,0.392599,765482615.6713693
2019-03-01,D,1315301393.78,486553433.78,26721088.75,802026871.25,632695361.11,0.481027,630070069.1551868
2019-03-01,E,828935178.6,274295431.1,5680741.25,548959006.25,455255718.51,0.549205,453366690.63236517
2019-03-01,F,341221633.39,100543878.39,1775990.0,238901765.0,207518049.59,0.608162,206656978.8448133
2019-03-01,G,115479511.55,36163461.55,600652.5,78715397.5,73821157.57,0.639258,73514845.71286306
2019-04-01,A,496880257.49,332119572.49,18369286.25,146391398.75,91652463.1,0.184456,91272162.4232365
2019-04-01,B,1244593733.25,641325124.5,44604791.25,558663817.5,377391877.39,0.303225,375825935.9900415
2019-04-01,C,1904323523.24,833325265.74,37713012.5,1033285245.0,770432858.78,0.40457,767236041.9385892
2019-04-01,D,1285740810.9,456797117.15,14203415.0,814740278.75,632227217.6,0.491722,629603868.1493776
2019-04-01,E,813804222.48,259103274.98,3558121.25,551142826.25,452200772.99,0.555663,450324421.2348548
2019-04-01,F,336373692.88,95632634.13,1427086.25,239313972.5,206112624.05,0.612749,205257384.9460581
2019-04-01,G,113960836.37,34617012.62,465162.5,78878661.25,73321550.31,0.643393,73017311.5120332
2019-05-01,A,476131725.82,310959938.32,14407351.25,150764436.25,92557780.73,0.194395,92173723.54854773
2019-05-01,B,1207420147.49,603595617.49,31468126.25,572356403.75,379703822.63,0.314475,378128288.09626555
2019-05-01,C,1863279874.43,791884581.93,21344052.5,1050051240.0,771517804.5,0.414064,768316485.8091286
2019-05-01,D,1263314597.05,434251903.3,7419522.5,821643171.25,630695504.88,0.499239,628078511.0838175
2019-05-01,E,802492220.93,247739848.43,2234628.75,552517743.75,449800572.18,0.560505,447934179.76431537
2019-05-01,F,332712753.31,91956394.56,929496.25,239826862.5,205149155.5,0.616595,204297914.19087136
2019-05-01,G,112793033.51,33447573.51,364968.75,78980491.25,72927880.73,0.646564,72625275.41576764
2019-06-01,A,451448268.33,286000932.08,9530625.0,155916711.25,93584749.22,0.207299,93196430.75850622
2019-06-01,B,1162504640.29,558229844.04,18005868.75,586268927.5,381491944.14,0.328164,379908990.01493776
2019-06-01,C,1812625488.85,741015188.85,10662633.75,1060947666.25,768858400.99,0.424168,765668117.1684648
2019-06-01,D,1235390003.65,406091456.15,3604191.25,825694356.25,626842701.13,0.507405,624241694.0713693
2019-06-01,E,787669433.92,232807517.67,1434205.0,553427711.25,446252512.06,0.566548,444400841.8854772
2019-06-01,F,327873621.4,87095098.9,602607.5,240175915.0,203719793.31,0.621336,202874482.96431535
2019-06-01,G,111280850.37,31924085.37,245501.25,79111263.75,72416537.67,0.650755,72116054.11120333
2019-07-01,A,434230228.15,268714020.65,6192845.0,159323362.5,94217628.68,0.216976,93826684.1626556
2019-07-01,B,1129392827.24,524920129.74,10783355.0,593689342.5,381739753.07,0.338004,380155770.6921162
2019-07-01,C,1776073163.51,704286913.51,5773030.0,1066013220.0,765805321.96,0.431179,762627706.5161827
2019-07-01,D,1215804539.8,386439054.8,2025443.75,827340041.25,623624831.69,0.512932,621037176.7867221
2019-07-01,E,777433368.14,222551285.64,803972.5,554078110.0,443813613.88,0.57087,441972063.6149378
2019-07-01,F,324463799.3,83685276.8,310951.25,240467571.25,202735407.04,0.624832,201894181.2846473
2019-07-01,G,110162864.45,30806099.45,135405.0,79221360.0,72046078.62,0.653996,71747132.23568465
2019-08-01,A,411140116.83,245526223.08,3024342.5,162589551.25,94618428.3,0.230137,94225820.71369295
2019-08-01,B,1086378563.41,481774030.91,5623238.75,598981293.75,380430611.86,0.350182,378852061.6033195
2019-08-01,C,1727542298.82,655540701.32,2897756.25,1069103841.25,760274543.48,0.44009,757119877.3244814
2019-08-01,D,1189631980.52,360189209.27,1090656.25,828352115.0,618815392.28,0.520174,616247693.5568465
2019-08-01,E,763307194.0,208357961.5,439981.25,554509251.25,440236644.96,0.576749,438409936.88962656
2019-08-01,F,319747995.12,78969472.62,185257.5,240593265.0,201242565.85,0.629379,200407534.45643154
2019-08-01,G,108688192.99,29311091.74,84638.75,79292462.5,71518444.17,0.658015,71221687.14024897
2019-09-01,A,388377633.21,222723789.46,1572117.5,164081726.25,94409572.01,0.243087,94017831.04730292
2019-09-01,B,1043792667.74,439121070.24,2615556.25,602056041.25,378322333.95,0.36245,376752531.73443985
2019-09-01,C,1678606865.45,606422517.95,1782577.5,1070401770.0,753956692.5,0.449156,750828241.493776
2019-09-01,D,1163359805.49,333830759.24,734123.75,828794922.5,613742197.58,0.52756,611195549.4572614
2019-09-01,E,748411917.77,193396385.27,355385.0,554660147.5,436328136.07,0.583005,434517645.8788382
2019-09-01,F,314724339.44,73929050.69,73206.25,240722082.5,199648619.64,0.63436,198820202.13112032
2019-09-01,G,107103614.56,27726513.31,61051.25,79316050.0,70927838.78,0.662236,70633532.39502075
2019-10-01,A,374249956.89,208578093.14,882193.75,164789670.0,94203722.41,0.251713,93812835.59502074
2019-10-01,B,1017016394.75,412247047.25,1457346.25,603312001.25,376751910.92,0.370448,375188624.9825726
2019-10-01,C,1648045209.2,575779282.95,1213948.75,1071051977.5,749943334.76,0.45505,746831536.6904564
2019-10-01,D,1146869360.62,317249704.37,675962.5,828943693.75,610503599.41,0.532322,607970389.453942
2019-10-01,E,739348763.18,184265974.43,355661.25,554727127.5,433938127.51,0.586919,432137554.36680496
2019-10-01,F,311590867.94,70795579.19,38930.0,240756358.75,198633375.79,0.637481,197809170.91120332
2019-10-01,G,106147364.3,26770263.05,33277.5,79343823.75,70578123.14,0.664907,70285267.85726142
2019-11-01,A,352502506.98,186811773.23,389406.25,165301327.5,93686279.42,0.265775,93297539.6713693
2019-11-01,B,977836872.58,372994255.08,859392.5,603983225.0,374011939.37,0.382489,372460022.60912865
2019-11-01,C,1602654796.17,530215682.42,963198.75,1071475915.0,743766799.78,0.464084,740680630.486307
2019-11-01,D,1122360944.0,292627302.75,517373.75,829216267.5,605711768.77,0.539676,603198441.9286307
2019-11-01,E,725335933.36,170162874.61,389215.0,554783843.75,430222076.37,0.593135,428436922.5261411
2019-11-01,F,306771329.01,65956405.26,58565.0,240756358.75,197045433.71,0.64232,196227817.80248964
2019-11-01,G,104623387.08,25246285.83,20336.25,79356765.0,70005284.05,0.669117,69714805.69294606
2019-12-01,A,339939262.98,174223794.23,268132.5,165447336.25,93337943.81,0.274572,92950649.4373444
2019-12-01,B,954394564.3,349476424.3,643343.75,604274796.25,372335553.26,0.390127,370790592.45809126
2019-12-01,C,1574948545.59,502500591.84,837653.75,1071610300.0,739938552.85,0.469818,736868268.3983402
2019-12-01,D,1107363426.52,277482862.77,582016.25,829298547.5,602745600.82,0.544307,600244581.7294606
2019-12-01,E,716547479.07,161301022.82,384540.0,554861916.25,427910225.4,0.597183,426134664.29875517
2019-12-01,F,303775496.59,62895207.84,101766.25,240778522.5,196064907.25,0.645427,195251359.91701245
2019-12-01,G,103701746.9,24324645.65,20336.25,79356765.0,69654981.82,0.671686,69365956.99917012
2020-01-01,A,319452246.49,153720627.74,183536.25,165548082.5,92718867.93,0.290243,92334142.33692947
2020-01-01,B,918989855.78,313980510.78,495847.5,604513497.5,369725962.36,0.402318,368191829.7360996
2020-01-01,C,1532713453.24,460116430.74,708475.0,1071888547.5,734143249.31,0.478983,731097011.7609957
2020-01-01,D,1084736795.68,254705123.18,630657.5,829401015.0,598259131.28,0.551525,595776728.2456431
2020-01-01,E,703376028.13,148069710.63,385985.0,554920332.5,424420203.54,0.603404,422659123.8572614
2020-01-01,F,299247517.53,58343832.53,125162.5,240778522.5,194572660.58,0.650206,193765305.14190874
2020-01-01,G,102198347.52,22821246.27,0.0,79377101.25,69093622.84,0.676074,68806927.30954358
2020-02-01,A,301708158.1,135976539.35,109225.0,165622393.75,92176069.42,0.305514,91793596.10290457
2020-02-01,B,888692048.42,283610283.42,466267.5,604615497.5,367454088.81,0.413477,365929383.0473029
2020-02-01,C,1496418680.0,423646408.75,700973.75,1072071297.5,729143864.71,0.487259,726118371.4954357
2020-02-01,D,1064937564.37,234819765.62,637287.5,829480511.25,594327524.47,0.558087,591861435.1568465
2020-02-01,E,691582353.23,136261755.73,371365.0,554949232.5,421285648.62,0.609162,419537575.38921165
2020-02-01,F,295103099.32,54199414.32,125162.5,240778522.5,193208411.96,0.654715,192406717.30456433
2020-02-01,G,100834209.46,21442126.96,14981.25,79377101.25,68573430.49,0.680061,68288893.43402489
2020-03-01,A,296871515.69,131139896.94,90525.0,165641093.75,92027578.64,0.309991,91645721.46721992
2020-03-01,B,879632441.83,274550676.83,429292.5,604652472.5,366774486.89,0.416963,365252601.05228215
2020-03-01,C,1485178085.89,412392214.64,670798.75,1072115072.5,727587144.51,0.489899,724568110.7153527
2020-03-01,D,1058823876.49,228706077.74,605752.5,829512046.25,593115693.46,0.560165,590654632.4912864
2020-03-01,E,687649418.97,132328821.47,371365.0,554949232.5,420236113.6,0.61112,418492395.2863071
2020-03-01,F,293745507.57,52841822.57,125162.5,240778522.5,192761523.5,0.656219,191961683.15352696
2020-03-01,G,100422117.43,21030034.93,14981.25,79377101.25,68416800.21,0.681292,68132913.07219917
2020-04-01,A,279957792.15,114217673.4,68255.0,165671863.75,91497681.02,0.326827,91118022.59253111
2020-04-01,B,850522805.59,245363690.59,362567.5,604796547.5,364609789.72,0.428689,363096886.0282158
2020-04-01,C,1448556362.58,375664602.58,608472.5,1072283287.5,722530590.66,0.498794,719532538.4165975
2020-04-01,D,1039188300.82,209039902.07,528742.5,829619656.25,589227251.44,0.567007,586782325.0854772
2020-04-01,E,675115459.93,119758312.43,239338.75,555117808.75,416966428.73,0.617622,415236277.573444
2020-04-01,F,289279784.47,48350195.72,134300.0,240795288.75,191297519.75,0.661289,190503754.1078838
2020-04-01,G,98972732.86,19580650.36,14981.25,79377101.25,67865909.89,0.685703,67584308.60414939
2020-05-01,A,270119496.41,104354217.66,93415.0,165671863.75,91186388.62,0.337578,90808021.86224067
2020-05-01,B,834332688.2,229163628.2,351092.5,604817967.5,363379930.34,0.435534,361872129.7991701
2020-05-01,C,1428243037.23,355339377.23,503646.25,1072400013.75,719731657.83,0.503928,716745219.4157677
2020-05-01,D,1028329595.85,198159947.1,476977.5,829692671.25,587082819.03,0.570909,584646790.7352697
2020-05-01,E,668559724.63,113178777.13,207888.75,555173058.75,415241307.24,0.621098,413518314.26390046
2020-05-01,F,286885842.16,45956253.41,114665.0,240814923.75,190518782.01,0.664093,189728247.64481327
2020-05-01,G,98169271.28,18777188.78,14981.25,79377101.25,67560525.65,0.688204,67280191.51867221
2020-06-01,A,255880485.59,90115206.84,49810.0,165715468.75,90745289.16,0.354639,90368752.69045644
2020-06-01,B,809985092.35,204773107.35,250495.0,604961490.0,361575218.54,0.446397,360074906.42987555
2020-06-01,C,1396274423.36,323301339.61,507025.0,1072466058.75,715282975.87,0.51228,712314996.7170124
2020-06-01,D,1011188316.46,180950178.96,334113.75,829904023.75,583739933.24,0.577281,581317775.8406639
2020-06-01,E,657647462.33,102231622.33,169383.75,555246456.25,412361523.68,0.627025,410650480.013278
2020-06-01,F,282981176.68,42021901.68,78986.25,240880288.75,189262187.95,0.668815,188476867.66804978
2020-06-01,G,96841738.21,17449655.71,14981.25,79377101.25,67055949.34,0.692428,66777708.88630706
2020-07-01,A,247340294.7,81575015.95,49810.0,165715468.75,90471717.27,0.365778,90096315.95352697
2020-07-01,B,795990739.0,190751554.0,264945.0,604974240.0,360512313.73,0.45291,359016412.013278
2020-07-01,C,1378510308.42,305465654.67,509957.5,1072534696.25,712826515.14,0.517099,709868728.7701244
2020-07-01,D,1001425040.62,171138708.12,357658.75,829928673.75,581795139.18,0.580967,579381051.4655601
2020-07-01,E,651713164.08,96247174.08,172422.5,555293567.5,410797932.83,0.630335,409093377.0921162
2020-07-01,F,280794811.87,39813309.37,92713.75,240888788.75,188544857.83,0.671468,187762514.0215768
2020-07-01,G,96112904.03,16720821.53,14981.25,79377101.25,66778929.91,0.694797,66501838.91452282
2020-08-01,A,235305535.22,69540256.47,33660.0,165731618.75,90091767.19,0.382871,89717942.42987552
2020-08-01,B,774994713.03,169752978.03,159970.0,605081765.0,358945735.79,0.463159,357456334.39668053
2020-08-01,C,1349816366.41,276737032.66,307062.5,1072772271.25,708903747.2,0.525185,705962237.8755187
2020-08-01,D,985548717.28,155181911.03,249007.5,830117798.75,578696620.39,0.587182,576295389.6
2020-08-01,E,641797425.66,86331435.66,145392.5,555320597.5,408164022.25,0.63597,406470395.6016598
2020-08-01,F,277202669.81,36221167.31,77817.5,240903685.0,187369456.87,0.675929,186591990.24398342
2020-08-01,G,94859549.17,15467466.67,0.0,79392082.5,66309959.82,0.699033,66034814.75850622
2020-09-01,A,223928181.94,58158653.19,29410.0,165740118.75,89730892.5,0.400713,89358565.14522822
2020-09-01,B,755790091.23,150498206.23,132770.0,605159115.0,357510924.51,0.473029,356027476.69045645
2020-09-01,C,1324077546.55,250969312.8,242823.75,1072865410.0,705336097.02,0.5327,702409391.2232366
2020-09-01,D,971130299.32,140732043.07,266857.5,830131398.75,575813560.87,0.592931,573424292.9825727
2020-09-01,E,633279220.7,77754580.7,167492.5,555357147.5,405905929.49,0.640959,404221672.52116185
2020-09-01,F,274067218.06,33085715.56,51913.75,240929588.75,186349598.21,0.679941,185576363.3626556
2020-09-01,G,93727625.42,14335542.92,0.0,79392082.5,65879731.81,0.702885,65606371.92697096
2020-10-01,A,217002116.25,51232587.5,29410.0,165740118.75,89509026.63,0.41248,89137619.88049792
2020-10-01,B,744401847.9,139068312.9,174420.0,605159115.0,356644515.78,0.479102,355164663.0174274
2020-10-01,C,1307989741.73,234833907.98,264073.75,1072891760.0,703095551.08,0.537539,700178142.154357
2020-10-01,D,962336082.42,131884276.17,303407.5,830148398.75,574059875.99,0.596527,571677884.8033196
2020-10-01,E,628008086.41,72426050.16,224888.75,555357147.5,404497899.04,0.644097,402819484.52116185
2020-10-01,F,272053405.46,31071902.96,51913.75,240929588.75,185686696.7,0.682538,184916212.4813278
2020-10-01,G,93068418.98,13659336.48,17000.0,79392082.5,65627244.4,0.705151,65354932.18257261
2020-11-01,A,208016988.87,42208657.62,43052.5,165765278.75,89235828.02,0.428983,88865554.87468879
2020-11-01,B,729363631.71,124028396.71,123250.0,605211985.0,355513480.81,0.48743,354038321.1385892
2020-11-01,C,1286568614.87,213396057.37,208993.75,1072963563.75,700123481.64,0.544179,697218404.952697
2020-11-01,D,950393620.57,119931614.32,274868.75,830187137.5,571683197.32,0.601523,569311067.8705394
2020-11-01,E,621027204.93,65436668.68,196668.75,555393867.5,402651341.03,0.648363,400980588.5775933
2020-11-01,F,269355003.43,28373500.93,33978.75,240947523.75,184806933.05,0.686109,184040099.30290458
2020-11-01,G,92103429.28,12694346.78,17000.0,79392082.5,65260465.64,0.708556,64989675.32614108
2020-12-01,A,202540385.19,36732053.94,43052.5,165765278.75,89060393.44,0.439717,88690848.23900415
2020-12-01,B,719883673.79,114548438.79,123250.0,605211985.0,354787968.95,0.492841,353315819.70124483
2020-12-01,C,1272374702.48,199158454.98,234663.75,1072981583.75,698144708.13,0.548694,695247842.1211618
2020-12-01,D,942679977.24,112217970.99,175673.75,830286332.5,570179699.33,0.60485,567813808.4614109
2020-12-01,E,616342452.77,60751916.52,131346.25,555459190.0,401430621.26,0.651311,399764934.03485477
2020-12-01,F,267479702.97,26498200.47,22227.5,240959275.0,184195188.84,0.688632,183430893.4506224
2020-12-01,G,91453028.41,12043945.91,17000.0,79392082.5,65013257.58,0.710892,64743493.02572614
2021-01-01,A,196082163.55,30273832.3,43052.5,165765278.75,88853514.23,0.453144,88484827.44896266
2021-01-01,B,708066548.33,102731313.33,93500.0,605241735.0,353894646.18,0.499804,352426203.6647303
2021-01-01,C,1253997487.79,180764240.29,159013.75,1073074233.75,695607779.33,0.554712,692721439.9966805
2021-01-01,D,932487529.66,102019573.41,152150.0,830315806.25,568149670.09,0.609284,565792202.5792532
2021-01-01,E,610260887.97,54637626.72,157271.25,555465990.0,399809981.78,0.655146,398151019.2
2021-01-01,F,265022916.15,24041413.65,0.0,240981502.5,183396991.22,0.692004,182636007.85394192
2021-01-01,G,90504385.96,11095303.46,17000.0,79392082.5,64652692.17,0.71436,64384423.73775934
2021-02-01,A,190661455.16,24853123.91,38802.5,165769528.75,88681334.63,0.465125,88313362.28713693
2021-02-01,B,698304747.12,92969512.12,53550.0,605281685.0,353162410.04,0.505743,351697005.84896266
2021-02-01,C,1238811203.45,165516330.95,186638.75,1073108233.75,693497802.63,0.559809,690620218.386722
2021-02-01,D,924223403.65,93742697.4,82450.0,830398256.25,566529049.07,0.612978,564178306.127801
2021-02-01,E,605464034.07,49798272.82,170871.25,555494890.0,398541903.15,0.658242,396888202.3070539
2021-02-01,F,263010685.22,22029182.72,0.0,240981502.5,182734610.37,0.69478,181976375.47219917
2021-02-01,G,89717411.71,10308329.21,17000.0,79392082.5,64353574.53,0.717292,64086547.24979253
2021-03-01,A,189503521.78,23695190.53,38802.5,165769528.75,88644242.01,0.467771,88276423.57842325
2021-03-01,B,696922852.93,91587617.93,43350.0,605291885.0,353060442.46,0.506599,351595461.37095433
2021-03-01,C,1237235744.28,163940871.78,186638.75,1073108233.75,693276975.43,0.560343,690400307.4821576
2021-03-01,D,923466927.7,92986221.45,82450.0,830398256.25,566377430.5,0.613316,564027316.6804979
2021-03-01,E,605176641.69,49510880.44,170871.25,555494890.0,398465210.19,0.658428,396811827.57510376
2021-03-01,F,262914729.39,21933226.89,0.0,240981502.5,182703023.89,0.694914,181944920.05643153
2021-03-01,G,89687921.9,10278839.4,17000.0,79392082.5,64342365.87,0.717403,64075385.09875519
2021-04-01,A,184325144.31,18516813.06,38802.5,165769528.75,88478360.65,0.480012,88111230.52282159
2021-04-01,B,687009417.25,81643561.0,32321.25,605333535.0,352321016.91,0.512833,350859103.97676355
2021-04-01,C,1221172988.5,147878116.0,139038.75,1073155833.75,691044833.95,0.565886,688177428.0
2021-04-01,D,915032905.96,84543699.71,37400.0,830451806.25,564710238.0,0.617147,562367041.9917012
2021-04-01,E,600294639.95,44579578.7,133025.0,555582036.25,397200499.26,0.661676,395552364.40829873
2021-04-01,F,260767535.01,19786032.51,0.0,240981502.5,181996216.12,0.697925,181241045.09875518
2021-04-01,G,88792467.31,9383384.81,17000.0,79392082.5,64002016.4,0.720805,63736447.86721992
2021-05-01,A,181930368.98,16122037.73,38802.5,165769528.75,88401647.7,0.485909,88034835.88381743
2021-05-01,B,681490874.57,76125018.32,32321.25,605333535.0,351898676.62,0.516366,350438516.1360996
2021-05-01,C,1211090393.64,137795521.14,139038.75,1073155833.75,689631588.04,0.56943,686770046.1809129
2021-05-01,D,909359351.13,78870144.88,37400.0,830451806.25,563573101.67,0.619747,561234624.0697095
2021-05-01,E,597046869.43,41331808.18,124525.0,555590536.25,396337637.02,0.66383,394693082.50954354
2021-05-01,F,259340268.22,18358765.72,0.0,240981502.5,181526392.22,0.699955,180773170.67551866
2021-05-01,G,88235258.62,8817676.12,8500.0,79409082.5,63797674.06,0.723041,63532953.42074689
2021-06-01,A,178700370.26,12892039.01,0.0,165808331.25,88311550.18,0.494188,87945112.21244814
2021-06-01,B,673826032.81,68460176.56,30621.25,605335235.0,351312709.37,0.52137,349854980.28547716
2021-06-01,C,1197135552.14,123810547.14,152447.5,1073172557.5,687684734.63,0.574442,684831271.0008299
2021-06-01,D,902074996.47,71539040.22,73950.0,830462006.25,562118912.39,0.62314,559786468.7701244
2021-06-01,E,592811159.12,37080075.37,140547.5,555590536.25,395206916.87,0.666666,393567054.14439833
2021-06-01,F,257474500.3,16469197.8,23800.0,240981502.5,180910455.17,0.702634,180159789.38091284
2021-06-01,G,87394291.45,7976708.95,8500.0,79409082.5,63478034.49,0.726341,63214640.1560166
2021-07-01,A,177254001.13,11445669.88,0.0,165808331.25,88265217.97,0.497959,87898972.25228216
2021-07-01,B,669372718.97,64006862.72,30621.25,605335235.0,350971892.25,0.52433,349515577.3443983
2021-07-01,C,1188449723.98,115124718.98,91757.5,1073233247.5,686491908.47,0.577636,683643394.3269709
