vintage_year,grade,mob,defaults_at_mob,active_at_mob,marginal_pd
2009,B,60,0,0,0.0
2009,C,1,5,1193,0.004191114836546521
2009,C,2,7,1179,0.005937234944868533
2009,C,3,8,1164,0.006872852233676976
2009,C,4,11,1149,0.009573542210617928
2009,C,5,6,1126,0.0053285968028419185
2009,C,6,7,1115,0.006278026905829596
2009,C,7,9,1104,0.008152173913043478
2009,C,8,7,1089,0.006427915518824609
2009,C,9,5,1071,0.004668534080298786
2009,C,10,2,1056,0.001893939393939394
2009,C,11,10,1045,0.009569377990430622
2009,C,12,4,1028,0.0038910505836575876
2009,C,13,6,1018,0.005893909626719057
2009,C,14,3,1002,0.0029940119760479044
2009,C,15,3,987,0.00303951367781155
2009,C,16,6,968,0.006198347107438017
2009,C,17,8,946,0.008456659619450317
2009,C,18,3,914,0.0032822757111597373
2009,C,19,4,892,0.004484304932735426
2009,C,20,5,872,0.005733944954128441
2009,C,21,8,846,0.009456264775413711
2009,C,22,2,820,0.0024390243902439024
2009,C,23,4,802,0.004987531172069825
2009,C,24,2,782,0.0025575447570332483
2009,C,25,4,762,0.005249343832020997
2009,C,26,1,728,0.0013736263736263737
2009,C,27,7,709,0.009873060648801129
2009,C,28,4,681,0.005873715124816446
2009,C,29,4,657,0.0060882800608828
2009,C,30,3,633,0.004739336492890996
2009,C,31,2,608,0.003289473684210526
2009,C,32,4,577,0.006932409012131715
2009,C,33,3,556,0.00539568345323741
2009,C,34,3,529,0.005671077504725898
2009,C,35,0,510,0.0
2009,C,36,4,488,0.00819672131147541
2009,C,37,0,174,0.0
2009,C,38,0,17,0.0
2009,C,39,0,9,0.0
2009,C,40,1,9,0.1111111111111111
2009,C,41,0,7,0.0
2009,C,42,0,3,0.0
2009,C,43,0,3,0.0
2009,C,44,0,3,0.0
2009,C,45,0,2,0.0
2009,C,46,1,2,0.5
2009,C,47,0,1,0.0
2009,C,48,0,1,0.0
2009,C,49,0,1,0.0
2009,C,50,0,1,0.0
2009,C,51,0,1,0.0
2009,C,52,0,1,0.0
2009,C,53,0,1,0.0
2009,C,54,0,1,0.0
2009,C,55,0,1,0.0
2009,C,56,0,1,0.0
2009,C,57,0,1,0.0
2009,C,58,0,1,0.0
2009,C,59,0,1,0.0
2009,C,60,0,1,0.0
2009,D,1,2,657,0.0030441400304414
2009,D,2,1,654,0.0015290519877675841
2009,D,3,1,647,0.0015455950540958269
2009,D,4,8,640,0.0125
2009,D,5,5,630,0.007936507936507936
2009,D,6,3,621,0.004830917874396135
2009,D,7,3,608,0.004934210526315789
2009,D,8,5,601,0.008319467554076539
2009,D,9,2,594,0.003367003367003367
2009,D,10,5,587,0.008517887563884156
2009,D,11,6,578,0.010380622837370242
2009,D,12,3,565,0.005309734513274336
2009,D,13,3,557,0.005385996409335727
2009,D,14,3,544,0.0055147058823529415
2009,D,15,5,537,0.00931098696461825
2009,D,16,6,519,0.011560693641618497
2009,D,17,5,505,0.009900990099009901
2009,D,18,3,495,0.006060606060606061
2009,D,19,5,483,0.010351966873706004
2009,D,20,4,466,0.008583690987124463
2009,D,21,2,454,0.004405286343612335
2009,D,22,2,449,0.004454342984409799
2009,D,23,1,441,0.0022675736961451248
2009,D,24,2,433,0.004618937644341801
2009,D,25,3,426,0.007042253521126761
2009,D,26,3,414,0.007246376811594203
2009,D,27,3,404,0.007425742574257425
2009,D,28,1,391,0.0025575447570332483
2009,D,29,1,380,0.002631578947368421
2009,D,30,1,374,0.00267379679144385
2009,D,31,2,363,0.005509641873278237
2009,D,32,3,344,0.00872093023255814
2009,D,33,2,330,0.006060606060606061
2009,D,34,3,321,0.009345794392523364
2009,D,35,0,306,0.0
2009,D,36,6,301,0.019933554817275746
2009,D,37,0,107,0.0
2009,D,38,0,8,0.0
2009,D,39,0,5,0.0
2009,D,40,0,4,0.0
2009,D,41,0,2,0.0
2009,D,42,0,2,0.0
2009,D,43,0,2,0.0
2009,D,44,0,2,0.0
2009,D,45,0,2,0.0
2009,D,46,0,2,0.0
2009,D,47,0,2,0.0
2009,D,48,0,2,0.0
2009,D,49,0,2,0.0
2009,D,50,0,2,0.0
2009,D,51,0,2,0.0
2009,D,52,0,2,0.0
2009,D,53,0,2,0.0
2009,D,54,0,2,0.0
2009,D,55,0,2,0.0
2009,D,56,0,2,0.0
2009,D,57,0,2,0.0
2009,D,58,0,2,0.0
2009,D,59,0,2,0.0
2009,D,60,0,2,0.0
2009,E,1,2,236,0.00847457627118644
2009,E,2,0,232,0.0
2009,E,3,4,230,0.017391304347826087
2009,E,4,1,226,0.004424778761061947
2009,E,5,2,223,0.008968609865470852
2009,E,6,0,221,0.0
2009,E,7,2,220,0.00909090909090909
2009,E,8,6,216,0.027777777777777776
2009,E,9,2,209,0.009569377990430622
2009,E,10,2,204,0.00980392156862745
2009,E,11,3,202,0.01485148514851485
2009,E,12,2,195,0.010256410256410256
2009,E,13,0,190,0.0
2009,E,14,3,190,0.015789473684210527
2009,E,15,1,185,0.005405405405405406
2009,E,16,0,182,0.0
2009,E,17,1,180,0.005555555555555556
2009,E,18,1,175,0.005714285714285714
2009,E,19,0,169,0.0
2009,E,20,3,165,0.01818181818181818
2009,E,21,1,159,0.006289308176100629
2009,E,22,1,155,0.0064516129032258064
2009,E,23,3,154,0.01948051948051948
2009,E,24,3,149,0.020134228187919462
2009,E,25,1,142,0.007042253521126761
2009,E,26,0,138,0.0
2009,E,27,0,134,0.0
2009,E,28,0,133,0.0
2009,E,29,1,131,0.007633587786259542
2009,E,30,0,126,0.0
2009,E,31,0,123,0.0
2009,E,32,0,118,0.0
2009,E,33,0,114,0.0
2009,E,34,2,111,0.018018018018018018
2009,E,35,1,104,0.009615384615384616
2009,E,36,2,99,0.020202020202020204
2009,E,37,0,50,0.0
2009,E,38,0,8,0.0
2009,E,39,0,4,0.0
2009,E,40,0,3,0.0
2009,E,41,0,2,0.0
2009,E,42,0,2,0.0
2009,E,43,0,2,0.0
2009,E,44,0,2,0.0
2009,E,45,0,2,0.0
2009,E,46,0,1,0.0
2009,E,47,0,1,0.0
2009,E,48,0,1,0.0
2009,E,49,0,1,0.0
2009,E,50,0,1,0.0
2009,E,51,0,1,0.0
2009,E,52,0,1,0.0
2009,E,53,0,1,0.0
2009,E,54,0,1,0.0
2009,E,55,0,1,0.0
2009,E,56,0,1,0.0
2009,E,57,0,1,0.0
2009,E,58,0,1,0.0
2009,E,59,0,1,0.0
2009,E,60,0,1,0.0
2009,F,1,0,64,0.0
2009,F,2,0,63,0.0
2009,F,3,0,61,0.0
2009,F,4,0,61,0.0
2009,F,5,0,61,0.0
2009,F,6,0,59,0.0
2009,F,7,1,59,0.01694915254237288
2009,F,8,0,57,0.0
2009,F,9,1,57,0.017543859649122806
2009,F,10,1,56,0.017857142857142856
2009,F,11,0,53,0.0
2009,F,12,0,53,0.0
2009,F,13,0,51,0.0
2009,F,14,1,51,0.0196078431372549
2009,F,15,1,50,0.02
2009,F,16,2,47,0.0425531914893617
2009,F,17,0,45,0.0
2009,F,18,0,44,0.0
2009,F,19,0,44,0.0
2009,F,20,2,44,0.045454545454545456
2009,F,21,0,42,0.0
2009,F,22,0,40,0.0
2009,F,23,0,37,0.0
2009,F,24,0,37,0.0
2009,F,25,0,35,0.0
2009,F,26,0,34,0.0
2009,F,27,0,34,0.0
2009,F,28,0,33,0.0
2009,F,29,0,32,0.0
2009,F,30,0,31,0.0
2009,F,31,0,31,0.0
2009,F,32,0,30,0.0
2009,F,33,0,30,0.0
2009,F,34,1,29,0.034482758620689655
2009,F,35,0,27,0.0
2009,F,36,0,26,0.0
2009,F,37,1,15,0.06666666666666667
2009,F,38,0,3,0.0
2009,F,39,0,1,0.0
2009,F,40,0,1,0.0
2009,F,41,0,0,0.0
2009,F,42,0,0,0.0
2009,F,43,0,0,0.0
2009,F,44,0,0,0.0
2009,F,45,0,0,0.0
2009,F,46,0,0,0.0
2009,F,47,0,0,0.0
2009,F,48,0,0,0.0
2009,F,49,0,0,0.0
2009,F,50,0,0,0.0
2009,F,51,0,0,0.0
2009,F,52,0,0,0.0
2009,F,53,0,0,0.0
2009,F,54,0,0,0.0
2009,F,55,0,0,0.0
2009,F,56,0,0,0.0
2009,F,57,0,0,0.0
2009,F,58,0,0,0.0
2009,F,59,0,0,0.0
2009,F,60,0,0,0.0
2009,G,1,0,23,0.0
2009,G,2,0,22,0.0
2009,G,3,1,22,0.045454545454545456
2009,G,4,0,20,0.0
2009,G,5,0,20,0.0
2009,G,6,1,20,0.05
2009,G,7,0,19,0.0
2009,G,8,0,19,0.0
2009,G,9,0,19,0.0
2009,G,10,0,19,0.0
2009,G,11,1,19,0.05263157894736842
2009,G,12,0,18,0.0
2009,G,13,0,18,0.0
2009,G,14,0,18,0.0
2009,G,15,0,16,0.0
2009,G,16,0,16,0.0
2009,G,17,0,16,0.0
2009,G,18,0,16,0.0
2009,G,19,0,15,0.0
2009,G,20,0,15,0.0
2009,G,21,1,15,0.06666666666666667
2009,G,22,0,14,0.0
2009,G,23,0,14,0.0
2009,G,24,1,13,0.07692307692307693
2009,G,25,0,12,0.0
2009,G,26,1,12,0.08333333333333333
2009,G,27,1,11,0.09090909090909091
2009,G,28,0,10,0.0
2009,G,29,1,10,0.1
2009,G,30,0,8,0.0
2009,G,31,0,8,0.0
2009,G,32,0,8,0.0
2009,G,33,0,8,0.0
2009,G,34,0,8,0.0
2009,G,35,0,8,0.0
2009,G,36,0,7,0.0
2009,G,37,0,5,0.0
2009,G,38,0,1,0.0
2009,G,39,0,0,0.0
2009,G,40,0,0,0.0
2009,G,41,0,0,0.0
2009,G,42,0,0,0.0
2009,G,43,0,0,0.0
2009,G,44,0,0,0.0
2009,G,45,0,0,0.0
2009,G,46,0,0,0.0
2009,G,47,0,0,0.0
2009,G,48,0,0,0.0
2009,G,49,0,0,0.0
2009,G,50,0,0,0.0
2009,G,51,0,0,0.0
2009,G,52,0,0,0.0
2009,G,53,0,0,0.0
2009,G,54,0,0,0.0
2009,G,55,0,0,0.0
2009,G,56,0,0,0.0
2009,G,57,0,0,0.0
2009,G,58,0,0,0.0
2009,G,59,0,0,0.0
2009,G,60,0,0,0.0
2010,A,1,0,2801,0.0
2010,A,2,0,2778,0.0
2010,A,3,3,2743,0.001093693036820999
2010,A,4,1,2725,0.0003669724770642202
2010,A,5,3,2703,0.0011098779134295228
2010,A,6,5,2676,0.0018684603886397607
2010,A,7,5,2643,0.0018917896329928112
2010,A,8,3,2600,0.001153846153846154
2010,A,9,3,2566,0.0011691348402182386
2010,A,10,3,2523,0.0011890606420927466
2010,A,11,3,2473,0.001213101496158512
2010,A,12,4,2436,0.0016420361247947454
2010,A,13,7,2389,0.0029300962745918793
2010,A,14,2,2348,0.0008517887563884157
2010,A,15,4,2314,0.001728608470181504
2010,A,16,12,2267,0.00529333921482135
2010,A,17,3,2212,0.00135623869801085
2010,A,18,3,2171,0.0013818516812528789
2010,A,19,2,2130,0.0009389671361502347
2010,A,20,2,2082,0.0009606147934678194
2010,A,21,4,2039,0.00196174595389897
2010,A,22,5,1990,0.002512562814070352
2010,A,23,0,1933,0.0
2010,A,24,4,1892,0.0021141649048625794
2010,A,25,5,1830,0.00273224043715847
2010,A,26,6,1781,0.003368893879842785
2010,A,27,6,1727,0.003474232773595831
2010,A,28,4,1658,0.0024125452352231603
2010,A,29,2,1594,0.0012547051442910915
2010,A,30,4,1534,0.002607561929595828
2010,A,31,4,1482,0.002699055330634278
2010,A,32,3,1417,0.002117148906139732
2010,A,33,1,1367,0.000731528895391368
2010,A,34,3,1306,0.002297090352220521
2010,A,35,2,1256,0.0015923566878980893
2010,A,36,3,1208,0.0024834437086092716
2010,A,37,2,714,0.0028011204481792717
2010,A,38,0,178,0.0
2010,A,39,1,170,0.0058823529411764705
2010,A,40,1,165,0.006060606060606061
2010,A,41,0,161,0.0
2010,A,42,0,154,0.0
2010,A,43,0,147,0.0
2010,A,44,2,142,0.014084507042253521
2010,A,45,1,136,0.007352941176470588
2010,A,46,0,133,0.0
2010,A,47,0,131,0.0
2010,A,48,0,129,0.0
2010,A,49,0,125,0.0
2010,A,50,1,121,0.008264462809917356
2010,A,51,0,119,0.0
2010,A,52,0,117,0.0
2010,A,53,0,112,0.0
2010,A,54,1,104,0.009615384615384616
2010,A,55,0,101,0.0
2010,A,56,0,98,0.0
2010,A,57,0,94,0.0
2010,A,58,0,85,0.0
2010,A,59,0,83,0.0
2010,A,60,0,82,0.0
2010,B,1,0,3537,0.0
2010,B,2,9,3517,0.0025589991470002845
2010,B,3,8,3482,0.0022975301550832855
2010,B,4,11,3456,0.00318287037037037
2010,B,5,10,3422,0.0029222676797194622
2010,B,6,12,3386,0.0035440047253396337
2010,B,7,15,3345,0.004484304932735426
2010,B,8,10,3301,0.003029385034837928
2010,B,9,13,3256,0.003992628992628993
2010,B,10,12,3207,0.0037418147801683817
2010,B,11,11,3134,0.0035098915124441607
2010,B,12,13,3080,0.0042207792207792205
2010,B,13,14,3027,0.004625041295011563
2010,B,14,8,2972,0.0026917900403768506
2010,B,15,11,2932,0.003751705320600273
2010,B,16,12,2878,0.004169562195969423
2010,B,17,7,2823,0.002479631597591215
2010,B,18,15,2771,0.0054132082280765065
2010,B,19,7,2711,0.0025820730357801547
2010,B,20,8,2659,0.003008649868371568
2010,B,21,9,2601,0.0034602076124567475
2010,B,22,11,2553,0.004308656482569526
2010,B,23,8,2491,0.003211561621838619
2010,B,24,9,2434,0.0036976170912078883
2010,B,25,5,2393,0.002089427496865859
2010,B,26,11,2325,0.004731182795698925
2010,B,27,9,2262,0.003978779840848806
2010,B,28,12,2193,0.005471956224350205
2010,B,29,11,2127,0.005171603196991067
2010,B,30,12,2053,0.0058451047247929854
2010,B,31,9,1976,0.004554655870445344
2010,B,32,6,1905,0.0031496062992125984
2010,B,33,11,1846,0.005958829902491874
2010,B,34,8,1775,0.004507042253521127
2010,B,35,8,1712,0.004672897196261682
2010,B,36,13,1638,0.007936507936507936
2010,B,37,4,1044,0.0038314176245210726
2010,B,38,3,495,0.006060606060606061
2010,B,39,2,467,0.004282655246252677
2010,B,40,1,455,0.002197802197802198
2010,B,41,2,441,0.0045351473922902496
2010,B,42,2,432,0.004629629629629629
2010,B,43,1,421,0.0023752969121140144
2010,B,44,2,409,0.004889975550122249
2010,B,45,3,397,0.007556675062972292
2010,B,46,4,385,0.01038961038961039
2010,B,47,2,370,0.005405405405405406
2010,B,48,2,356,0.0056179775280898875
2010,B,49,1,344,0.0029069767441860465
2010,B,50,3,333,0.009009009009009009
2010,B,51,2,320,0.00625
2010,B,52,1,311,0.003215434083601286
2010,B,53,0,303,0.0
2010,B,54,1,291,0.003436426116838488
2010,B,55,2,277,0.007220216606498195
2010,B,56,2,265,0.007547169811320755
2010,B,57,1,254,0.003937007874015748
2010,B,58,1,244,0.004098360655737705
2010,B,59,1,235,0.00425531914893617
2010,B,60,2,226,0.008849557522123894
2010,C,1,3,2463,0.001218026796589525
2010,C,2,4,2452,0.0016313213703099511
2010,C,3,7,2424,0.0028877887788778876
2010,C,4,10,2406,0.004156275976724855
2010,C,5,13,2378,0.0054667788057190915
2010,C,6,14,2350,0.005957446808510639
2010,C,7,8,2319,0.0034497628288055198
2010,C,8,16,2289,0.0069899519440803845
2010,C,9,7,2255,0.0031042128603104213
2010,C,10,19,2216,0.008574007220216607
2010,C,11,16,2174,0.007359705611775529
2010,C,12,14,2132,0.006566604127579738
2010,C,13,13,2090,0.006220095693779904
2010,C,14,14,2049,0.006832601268911664
2010,C,15,7,2015,0.0034739454094292804
2010,C,16,11,1982,0.005549949545913219
2010,C,17,5,1935,0.002583979328165375
2010,C,18,5,1904,0.0026260504201680674
2010,C,19,9,1867,0.0048205677557579
2010,C,20,10,1835,0.005449591280653951
2010,C,21,13,1785,0.007282913165266107
2010,C,22,13,1736,0.007488479262672811
2010,C,23,15,1700,0.008823529411764706
2010,C,24,9,1651,0.005451241671714113
2010,C,25,7,1610,0.004347826086956522
2010,C,26,12,1565,0.0076677316293929714
2010,C,27,4,1524,0.0026246719160104987
2010,C,28,4,1483,0.0026972353337828725
2010,C,29,8,1450,0.005517241379310344
2010,C,30,6,1396,0.004297994269340974
2010,C,31,10,1346,0.007429420505200594
2010,C,32,3,1290,0.002325581395348837
2010,C,33,2,1250,0.0016
2010,C,34,5,1208,0.0041390728476821195
2010,C,35,8,1149,0.006962576153176675
2010,C,36,11,1100,0.01
2010,C,37,1,756,0.0013227513227513227
2010,C,38,1,366,0.00273224043715847
2010,C,39,2,343,0.0058309037900874635
2010,C,40,0,334,0.0
2010,C,41,2,322,0.006211180124223602
2010,C,42,3,313,0.009584664536741214
2010,C,43,0,303,0.0
2010,C,44,1,299,0.0033444816053511705
2010,C,45,1,290,0.0034482758620689655
2010,C,46,1,282,0.0035460992907801418
2010,C,47,3,278,0.01079136690647482
2010,C,48,0,263,0.0
2010,C,49,2,255,0.00784313725490196
2010,C,50,2,248,0.008064516129032258
2010,C,51,4,238,0.01680672268907563
2010,C,52,0,225,0.0
2010,C,53,0,214,0.0
2010,C,54,1,203,0.0049261083743842365
2010,C,55,2,192,0.010416666666666666
2010,C,56,2,185,0.010810810810810811
2010,C,57,0,173,0.0
2010,C,58,0,166,0.0
2010,C,59,0,160,0.0
2010,C,60,1,153,0.006535947712418301
2010,D,1,1,1613,0.0006199628022318661
2010,D,2,7,1608,0.004353233830845771
2010,D,3,9,1597,0.005635566687539136
2010,D,4,6,1578,0.0038022813688212928
2010,D,5,13,1562,0.008322663252240717
2010,D,6,6,1542,0.0038910505836575876
2010,D,7,14,1526,0.009174311926605505
2010,D,8,9,1499,0.00600400266844563
2010,D,9,10,1477,0.006770480704129994
2010,D,10,8,1456,0.005494505494505495
2010,D,11,11,1432,0.007681564245810056
2010,D,12,12,1405,0.008540925266903915
2010,D,13,4,1377,0.002904865649963689
2010,D,14,12,1352,0.008875739644970414
2010,D,15,10,1321,0.00757002271006813
2010,D,16,9,1302,0.0069124423963133645
2010,D,17,8,1273,0.006284367635506678
2010,D,18,5,1248,0.004006410256410256
2010,D,19,9,1226,0.00734094616639478
2010,D,20,7,1194,0.005862646566164154
2010,D,21,8,1168,0.00684931506849315
2010,D,22,10,1136,0.008802816901408451
2010,D,23,7,1101,0.006357856494096276
2010,D,24,8,1076,0.007434944237918215
2010,D,25,7,1039,0.006737247353224254
2010,D,26,6,1016,0.005905511811023622
2010,D,27,7,995,0.007035175879396985
2010,D,28,8,964,0.008298755186721992
2010,D,29,3,935,0.0032085561497326204
2010,D,30,6,910,0.006593406593406593
2010,D,31,5,871,0.0057405281285878304
2010,D,32,4,842,0.004750593824228029
2010,D,33,4,813,0.004920049200492005
2010,D,34,5,786,0.006361323155216285
2010,D,35,3,756,0.003968253968253968
2010,D,36,3,737,0.004070556309362279
2010,D,37,3,534,0.0056179775280898875
2010,D,38,2,314,0.006369426751592357
2010,D,39,6,296,0.02027027027027027
2010,D,40,1,285,0.0035087719298245615
2010,D,41,2,281,0.0071174377224199285
2010,D,42,4,275,0.014545454545454545
2010,D,43,1,265,0.0037735849056603774
2010,D,44,2,254,0.007874015748031496
2010,D,45,0,247,0.0
2010,D,46,1,238,0.004201680672268907
2010,D,47,4,228,0.017543859649122806
2010,D,48,1,223,0.004484304932735426
2010,D,49,2,216,0.009259259259259259
2010,D,50,0,205,0.0
2010,D,51,3,200,0.015
2010,D,52,1,189,0.005291005291005291
2010,D,53,1,183,0.00546448087431694
2010,D,54,0,173,0.0
2010,D,55,2,167,0.011976047904191617
2010,D,56,1,157,0.006369426751592357
2010,D,57,0,153,0.0
2010,D,58,0,141,0.0
2010,D,59,0,133,0.0
2010,D,60,2,126,0.015873015873015872
2010,E,1,1,794,0.0012594458438287153
2010,E,2,3,791,0.0037926675094816687
2010,E,3,2,781,0.002560819462227913
2010,E,4,4,774,0.00516795865633075
2010,E,5,4,763,0.005242463958060288
2010,E,6,2,751,0.002663115845539281
2010,E,7,6,743,0.008075370121130552
2010,E,8,8,730,0.010958904109589041
2010,E,9,10,718,0.013927576601671309
2010,E,10,9,702,0.01282051282051282
2010,E,11,9,687,0.013100436681222707
2010,E,12,8,674,0.011869436201780416
2010,E,13,2,663,0.0030165912518853697
2010,E,14,6,654,0.009174311926605505
2010,E,15,5,641,0.0078003120124804995
2010,E,16,6,628,0.009554140127388535
2010,E,17,5,618,0.008090614886731391
2010,E,18,0,608,0.0
2010,E,19,3,598,0.005016722408026756
2010,E,20,8,590,0.013559322033898305
2010,E,21,2,575,0.0034782608695652175
2010,E,22,5,565,0.008849557522123894
2010,E,23,5,553,0.009041591320072333
2010,E,24,5,541,0.009242144177449169
2010,E,25,4,526,0.0076045627376425855
2010,E,26,4,513,0.007797270955165692
2010,E,27,2,503,0.003976143141153081
2010,E,28,4,490,0.00816326530612245
2010,E,29,2,473,0.004228329809725159
2010,E,30,4,459,0.008714596949891068
2010,E,31,5,445,0.011235955056179775
2010,E,32,2,435,0.004597701149425287
2010,E,33,2,422,0.004739336492890996
2010,E,34,5,407,0.012285012285012284
2010,E,35,1,390,0.002564102564102564
2010,E,36,3,383,0.007832898172323759
2010,E,37,1,327,0.0030581039755351682
2010,E,38,4,277,0.01444043321299639
2010,E,39,2,265,0.007547169811320755
2010,E,40,0,261,0.0
2010,E,41,5,257,0.019455252918287938
2010,E,42,2,245,0.00816326530612245
2010,E,43,1,238,0.004201680672268907
2010,E,44,3,231,0.012987012987012988
2010,E,45,0,222,0.0
2010,E,46,1,219,0.0045662100456621
2010,E,47,0,210,0.0
2010,E,48,1,199,0.005025125628140704
2010,E,49,0,189,0.0
2010,E,50,3,186,0.016129032258064516
2010,E,51,0,176,0.0
2010,E,52,1,172,0.005813953488372093
2010,E,53,4,164,0.024390243902439025
2010,E,54,0,157,0.0
2010,E,55,0,150,0.0
2010,E,56,0,145,0.0
2010,E,57,1,141,0.0070921985815602835
2010,E,58,1,136,0.007352941176470588
2010,E,59,0,130,0.0
2010,E,60,0,124,0.0
2010,F,1,1,240,0.004166666666666667
2010,F,2,1,237,0.004219409282700422
2010,F,3,1,236,0.00423728813559322
2010,F,4,3,232,0.01293103448275862
2010,F,5,0,229,0.0
2010,F,6,1,226,0.004424778761061947
2010,F,7,1,225,0.0044444444444444444
2010,F,8,1,221,0.004524886877828055
2010,F,9,2,219,0.0091324200913242
2010,F,10,4,216,0.018518518518518517
2010,F,11,2,211,0.009478672985781991
2010,F,12,1,208,0.004807692307692308
2010,F,13,2,206,0.009708737864077669
2010,F,14,2,203,0.009852216748768473
2010,F,15,1,197,0.005076142131979695
2010,F,16,1,194,0.005154639175257732
2010,F,17,2,190,0.010526315789473684
2010,F,18,2,185,0.010810810810810811
2010,F,19,2,182,0.01098901098901099
2010,F,20,3,178,0.016853932584269662
2010,F,21,4,173,0.023121387283236993
2010,F,22,1,166,0.006024096385542169
2010,F,23,2,162,0.012345679012345678
2010,F,24,3,156,0.019230769230769232
2010,F,25,0,152,0.0
2010,F,26,2,151,0.013245033112582781
2010,F,27,0,147,0.0
2010,F,28,1,145,0.006896551724137931
2010,F,29,1,143,0.006993006993006993
2010,F,30,1,137,0.0072992700729927005
2010,F,31,2,135,0.014814814814814815
2010,F,32,1,130,0.007692307692307693
2010,F,33,4,127,0.031496062992125984
2010,F,34,1,122,0.00819672131147541
2010,F,35,1,117,0.008547008547008548
2010,F,36,1,113,0.008849557522123894
2010,F,37,1,97,0.010309278350515464
2010,F,38,2,89,0.02247191011235955
2010,F,39,1,86,0.011627906976744186
2010,F,40,2,83,0.024096385542168676
2010,F,41,0,81,0.0
2010,F,42,2,77,0.025974025974025976
2010,F,43,2,75,0.02666666666666667
2010,F,44,0,70,0.0
2010,F,45,1,69,0.014492753623188406
2010,F,46,0,66,0.0
2010,F,47,0,61,0.0
2010,F,48,0,59,0.0
2010,F,49,0,55,0.0
2010,F,50,0,53,0.0
2010,F,51,1,50,0.02
2010,F,52,0,48,0.0
2010,F,53,1,47,0.02127659574468085
2010,F,54,0,45,0.0
2010,F,55,0,43,0.0
2010,F,56,0,42,0.0
2010,F,57,0,39,0.0
2010,F,58,0,38,0.0
2010,F,59,0,35,0.0
2010,F,60,1,34,0.029411764705882353
2010,G,1,1,88,0.011363636363636364
2010,G,2,0,87,0.0
2010,G,3,0,86,0.0
2010,G,4,1,86,0.011627906976744186
2010,G,5,2,85,0.023529411764705882
2010,G,6,0,83,0.0
2010,G,7,2,83,0.024096385542168676
2010,G,8,3,80,0.0375
2010,G,9,0,77,0.0
2010,G,10,1,77,0.012987012987012988
2010,G,11,0,75,0.0
2010,G,12,0,75,0.0
2010,G,13,0,75,0.0
2010,G,14,0,74,0.0
2010,G,15,2,74,0.02702702702702703
2010,G,16,2,72,0.027777777777777776
2010,G,17,0,70,0.0
2010,G,18,0,69,0.0
2010,G,19,1,69,0.014492753623188406
2010,G,20,2,66,0.030303030303030304
2010,G,21,0,63,0.0
2010,G,22,0,63,0.0
2010,G,23,0,59,0.0
2010,G,24,2,58,0.034482758620689655
2010,G,25,1,56,0.017857142857142856
2010,G,26,0,54,0.0
2010,G,27,0,54,0.0
2010,G,28,1,53,0.018867924528301886
2010,G,29,2,50,0.04
2010,G,30,1,46,0.021739130434782608
2010,G,31,0,43,0.0
2010,G,32,0,42,0.0
2010,G,33,0,41,0.0
2010,G,34,0,38,0.0
2010,G,35,0,38,0.0
2010,G,36,0,37,0.0
2010,G,37,0,34,0.0
2010,G,38,0,32,0.0
2010,G,39,0,31,0.0
2010,G,40,0,31,0.0
2010,G,41,0,29,0.0
2010,G,42,0,29,0.0
2010,G,43,0,28,0.0
2010,G,44,0,27,0.0
2010,G,45,0,26,0.0
2010,G,46,1,23,0.043478260869565216
2010,G,47,0,21,0.0
2010,G,48,0,20,0.0
2010,G,49,0,20,0.0
2010,G,50,0,20,0.0
2010,G,51,0,19,0.0
2010,G,52,0,18,0.0
2010,G,53,0,18,0.0
2010,G,54,0,18,0.0
2010,G,55,0,17,0.0
2010,G,56,0,17,0.0
2010,G,57,0,17,0.0
2010,G,58,0,14,0.0
2010,G,59,0,14,0.0
2010,G,60,0,14,0.0
2011,A,1,1,5754,0.0001737921445950643
2011,A,2,2,5712,0.00035014005602240897
2011,A,3,10,5661,0.0017664723547076487
2011,A,4,10,5616,0.0017806267806267807
2011,A,5,8,5557,0.001439625697318697
2011,A,6,10,5491,0.001821161901293025
2011,A,7,14,5427,0.002579694121982679
2011,A,8,12,5342,0.0022463496817671283
2011,A,9,15,5254,0.002854967643700038
2011,A,10,16,5183,0.003087015242137758
2011,A,11,11,5097,0.002158132234647832
2011,A,12,14,5020,0.0027888446215139444
2011,A,13,13,4925,0.0026395939086294416
2011,A,14,14,4834,0.0028961522548613984
2011,A,15,17,4736,0.0035895270270270272
2011,A,16,18,4636,0.003882657463330457
2011,A,17,11,4528,0.002429328621908127
2011,A,18,15,4419,0.0033944331296673455
2011,A,19,9,4315,0.002085747392815759
2011,A,20,11,4205,0.002615933412604043
2011,A,21,9,4093,0.002198876129978011
2011,A,22,9,3986,0.0022579026593075764
2011,A,23,10,3880,0.002577319587628866
2011,A,24,10,3767,0.002654632333421821
2011,A,25,16,3657,0.004375170905113481
2011,A,26,10,3538,0.002826455624646693
2011,A,27,12,3428,0.003500583430571762
2011,A,28,9,3316,0.0027141133896260556
2011,A,29,11,3201,0.003436426116838488
2011,A,30,6,3081,0.0019474196689386564
2011,A,31,4,2970,0.0013468013468013469
2011,A,32,7,2863,0.0024449877750611247
2011,A,33,5,2756,0.00181422351233672
2011,A,34,7,2625,0.0026666666666666666
2011,A,35,3,2513,0.001193792280143255
2011,A,36,10,2415,0.004140786749482402
2011,A,37,0,1233,0.0
2011,A,38,0,136,0.0
2011,A,39,0,116,0.0
2011,A,40,1,112,0.008928571428571428
